,단축코드,한글 종목약명,시장구분,Degree,community_code,community_label,KOSPI_sector,market_cap,market_cap_row
600,042940,상지카일룸,KOSDAQ,60,15,건설,종합건설,933억원,933
601,042600,새로닉스,KOSDAQ,52,14,전자부품,IT부품,"3,230억원",3230
602,075180,새론오토모티브,KOSPI,73,7,운수장비,운수장비,996억원,996
603,263540,샘코,KOSDAQ,56,13,기계장비,"운송장비,부품",603억원,603
604,007540,샘표,KOSPI,103,2,"음식료품, 담배 및 기타화학",기타금융업,"1,195억원",1195
605,248170,샘표식품,KOSPI,108,2,"음식료품, 담배 및 기타화학",음식료품,"2,033억원",2033
606,038070,서린바이오,KOSDAQ,100,11,"의료, 제약 및 생물공학",도매,"1,818억원",1818
607,006730,서부T&D,KOSDAQ,72,8,"광고, 디지털컨텐츠, 엔터테인먼트","숙박,음식","5,185억원",5185
608,079650,서산,KOSDAQ,96,15,건설,비금속,513억원,513
609,100660,서암기계공업,KOSDAQ,89,13,기계장비,"기계,장비",634억원,634
610,007860,서연,KOSPI,50,7,운수장비,기타금융업,"3,088억원",3088
611,200880,서연이화,KOSPI,53,7,운수장비,운수장비,"1,919억원",1919
612,019770,서연탑메탈,KOSDAQ,54,7,운수장비,"기계,장비",821억원,821
613,017390,서울가스,KOSPI,73,13,기계장비,전기가스업,"7,975억원",7975
614,043710,서울리거,KOSDAQ,52,0,"건설, 장비, 기기",도매,442억원,442
615,046890,서울반도체,KOSDAQ,59,1,전기전자,반도체,"8,396억원",8396
616,004410,서울식품,KOSPI,70,2,"음식료품, 담배 및 기타화학",음식료품,"1,173억원",1173
617,063170,서울옥션,KOSDAQ,57,8,"광고, 디지털컨텐츠, 엔터테인먼트",도매,"5,041억원",5041
618,027040,서울전자통신,KOSDAQ,56,0,"건설, 장비, 기기",도매,519억원,519
619,018680,서울제약,KOSDAQ,89,11,"의료, 제약 및 생물공학",제약,575억원,575
620,021050,서원,KOSPI,173,10,철강금속,철강금속,916억원,916
621,093920,서원인텍,KOSDAQ,94,14,전자부품,IT부품,"1,257억원",1257
622,189860,서전기전,KOSDAQ,58,13,기계장비,일반전기전자,784억원,784
623,178320,서진시스템,KOSDAQ,68,12,반도체,통신장비,"7,967억원",7967
624,122690,서진오토모티브,KOSDAQ,119,7,운수장비,"운송장비,부품",531억원,531
625,140070,서플러스글로벌,KOSDAQ,59,12,반도체,도매,"1,561억원",1561
626,011370,서한,KOSDAQ,149,15,건설,종합건설,"1,650억원",1650
627,065710,서호전기,KOSDAQ,53,13,기계장비,일반전기전자,"1,082억원",1082
628,008490,서흥,KOSPI,70,0,"건설, 장비, 기기",화학,"4,813억원",4813
629,035890,서희건설,KOSDAQ,54,1,전기전자,종합건설,"3,826억원",3826
630,003100,선광,KOSDAQ,99,13,기계장비,여행운송,"3,755억원",3755
631,123420,선데이토즈,KOSDAQ,59,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"2,660억원",2660
632,007610,선도전기,KOSPI,50,13,기계장비,전기전자,643억원,643
633,171090,선익시스템,KOSDAQ,153,12,반도체,반도체,"2,077억원",2077
634,136490,선진,KOSPI,58,2,"음식료품, 담배 및 기타화학",음식료품,"2,675억원",2675
635,014620,성광벤드,KOSDAQ,211,13,기계장비,금속,"2,279억원",2279
636,037350,성도이엔지,KOSDAQ,69,15,건설,전문기술,877억원,877
637,014910,성문전자,KOSPI,51,1,전기전자,전기전자,456억원,456
638,003080,성보화학,KOSPI,52,2,"음식료품, 담배 및 기타화학",화학,806억원,806
639,004980,성신양회,KOSPI,52,15,건설,비금속광물,"4,070억원",4070
640,011300,성안,KOSPI,70,6,"화학, 섬유",섬유의복,447억원,447
641,081580,성우전자,KOSDAQ,84,14,전자부품,IT부품,538억원,538
642,045300,성우테크론,KOSDAQ,187,12,반도체,반도체,494억원,494
643,015750,성우하이텍,KOSDAQ,69,7,운수장비,"운송장비,부품","4,536억원",4536
644,000180,성창기업지주,KOSPI,50,6,"화학, 섬유",서비스업,"1,765억원",1765
645,080470,성창오토텍,KOSDAQ,69,7,운수장비,"운송장비,부품",591억원,591
646,043260,성호전자,KOSDAQ,66,0,"건설, 장비, 기기",IT부품,852억원,852
647,002420,세기상사,KOSPI,66,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,251억원,251
648,053060,세동,KOSDAQ,74,7,운수장비,"운송장비,부품",231억원,231
649,017510,세명전기,KOSDAQ,177,13,기계장비,금속,648억원,648
650,004360,세방,KOSPI,63,0,"건설, 장비, 기기",운수창고업,"2,259억원",2259
651,004490,세방전지,KOSPI,189,7,운수장비,전기전자,"10,584억원",10584
652,011560,세보엠이씨,KOSDAQ,95,15,건설,전문건설,740억원,740
653,001430,세아베스틸,KOSPI,59,10,철강금속,철강금속,"7,298억원",7298
654,306200,세아제강,KOSPI,50,10,철강금속,철강금속,"2,794억원",2794
655,003030,세아제강지주,KOSPI,59,10,철강금속,기타금융업,"4,618억원",4618
656,019440,세아특수강,KOSPI,110,1,전기전자,철강금속,"1,384억원",1384
657,058650,세아홀딩스,KOSPI,58,10,철강금속,철강금속,"4,140억원",4140
658,013000,세우글로벌,KOSPI,56,6,"화학, 섬유",유통업,511억원,511
659,100700,세운메디칼,KOSDAQ,68,11,"의료, 제약 및 생물공학",제약,"1,862억원",1862
660,234100,세원,KOSDAQ,107,7,운수장비,"운송장비,부품","1,446억원",1446
661,024830,세원물산,KOSDAQ,59,7,운수장비,"운송장비,부품",524억원,524
662,021820,세원정공,KOSPI,99,7,운수장비,운수장비,809억원,809
663,067830,세이브존I&C,KOSPI,55,17,섬유의복 및 유통,유통업,"1,213억원",1213
664,033530,세종공업,KOSPI,50,7,운수장비,운수장비,"2,521억원",2521
665,258830,세종메디칼,KOSDAQ,81,11,"의료, 제약 및 생물공학","의료,정밀기기","3,180억원",3180
666,036630,세종텔레콤,KOSDAQ,82,16,IT서비스,통신서비스,"3,701억원",3701
667,039310,세중,KOSDAQ,58,8,"광고, 디지털컨텐츠, 엔터테인먼트",사업지원,728억원,728
668,075580,세진중공업,KOSPI,55,13,기계장비,운수장비,"3,360억원",3360
669,067770,세진티에스,KOSDAQ,96,14,전자부품,IT부품,420억원,420
670,053450,세코닉스,KOSDAQ,55,14,전자부품,"의료,정밀기기","1,185억원",1185
671,027970,세하,KOSPI,55,0,"건설, 장비, 기기",종이목재,956억원,956
672,252500,세화피앤씨,KOSDAQ,55,17,섬유의복 및 유통,화학,631억원,631
673,049180,셀루메드,KOSDAQ,68,11,"의료, 제약 및 생물공학",제약,"2,840억원",2840
674,108860,셀바스AI,KOSDAQ,84,16,IT서비스,소프트웨어,"2,228억원",2228
675,208370,셀바스헬스케어,KOSDAQ,60,11,"의료, 제약 및 생물공학","의료,정밀기기",632억원,632
676,068270,셀트리온,KOSPI,131,11,"의료, 제약 및 생물공학",의약품,"284,171억원",284171
677,068760,셀트리온제약,KOSDAQ,125,11,"의료, 제약 및 생물공학",제약,"45,140억원",45140
678,091990,셀트리온헬스케어,KOSDAQ,108,11,"의료, 제약 및 생물공학",도매,"126,658억원",126658
679,053110,소리바다,KOSDAQ,138,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,196억원,196
680,032680,소프트센,KOSDAQ,58,0,"건설, 장비, 기기",도매,923억원,923
681,066910,손오공,KOSDAQ,136,8,"광고, 디지털컨텐츠, 엔터테인먼트",도매,636억원,636
682,043100,솔고바이오,KOSDAQ,56,11,"의료, 제약 및 생물공학","의료,정밀기기",684억원,684
683,154040,솔루에타,KOSDAQ,63,14,전자부품,IT부품,434억원,434
684,035610,솔본,KOSDAQ,53,16,IT서비스,전문기술,"1,594억원",1594
685,357780,솔브레인,KOSDAQ,67,12,반도체,화학,"21,757억원",21757
686,004430,송원산업,KOSPI,52,6,"화학, 섬유",화학,"4,812억원",4812
687,086980,쇼박스,KOSDAQ,67,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","3,424억원",3424
688,050960,수산아이앤티,KOSDAQ,55,16,IT서비스,"출판,매체복제","1,009억원",1009
689,017550,수산중공업,KOSPI,126,13,기계장비,기계,"1,571억원",1571
690,058530,슈펙스비앤피,KOSDAQ,53,12,반도체,도매,212억원,212
691,236200,슈프리마,KOSDAQ,55,16,IT서비스,일반전기전자,"1,730억원",1730
692,094840,슈프리마에이치큐,KOSDAQ,69,16,IT서비스,컴퓨터서비스,733억원,733
693,192440,슈피겐코리아,KOSDAQ,68,1,전기전자,IT부품,"2,717억원",2717
694,099440,스맥,KOSDAQ,61,16,IT서비스,"기계,장비",552억원,552
695,033790,스카이문스테크놀로지,KOSDAQ,106,16,IT서비스,통신장비,142억원,142
696,159910,스킨앤스킨,KOSDAQ,54,17,섬유의복 및 유통,반도체,753억원,753
697,115570,스타플렉스,KOSDAQ,52,6,"화학, 섬유",화학,533억원,533
698,253450,스튜디오드래곤,KOSDAQ,73,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","25,842억원",25842
699,013810,스페코,KOSDAQ,52,13,기계장비,"기계,장비",812억원,812
700,039670,스포츠서울,KOSDAQ,85,8,"광고, 디지털컨텐츠, 엔터테인먼트","출판,매체복제",678억원,678
701,049830,승일,KOSDAQ,53,6,"화학, 섬유",금속,895억원,895
702,020710,시공테크,KOSDAQ,63,15,건설,전문기술,"1,327억원",1327
703,033170,시그네틱스,KOSDAQ,138,12,반도체,반도체,"1,462억원",1462
704,048870,시너지이노베이션,KOSDAQ,86,11,"의료, 제약 및 생물공학","의료,정밀기기","3,830억원",3830
705,025320,시노펙스,KOSDAQ,50,6,"화학, 섬유",IT부품,"2,058억원",2058
706,134790,시디즈,KOSPI,81,17,섬유의복 및 유통,미분류,"1,234억원",1234
707,269620,시스웍,KOSDAQ,50,0,"건설, 장비, 기기","의료,정밀기기","1,210억원",1210
708,131090,시큐브,KOSDAQ,74,16,IT서비스,소프트웨어,571억원,571
709,016590,신대양제지,KOSPI,76,6,"화학, 섬유",종이목재,"3,264억원",3264
710,029530,신도리코,KOSPI,87,14,전자부품,전기전자,"3,372억원",3372
711,004970,신라교역,KOSPI,71,10,철강금속,미분류,"2,128억원",2128
712,001000,신라섬유,KOSDAQ,52,6,"화학, 섬유",소매,534억원,534
713,025870,신라에스지,KOSDAQ,74,2,"음식료품, 담배 및 기타화학",도매,474억원,474
714,215600,신라젠,KOSDAQ,72,11,"의료, 제약 및 생물공학","연구,개발","12,447억원",12447
715,065350,신성델타테크,KOSDAQ,64,1,전기전자,일반전기전자,"4,439억원",4439
716,011930,신성이엔지,KOSPI,51,12,반도체,전기전자,"4,224억원",4224
717,005390,신성통상,KOSPI,70,17,섬유의복 및 유통,유통업,"4,843억원",4843
718,034300,신세계건설,KOSPI,55,0,"건설, 장비, 기기",건설업,"1,322억원",1322
719,004170,신세계,KOSPI,103,17,섬유의복 및 유통,유통업,"24,465억원",24465
720,035510,신세계 I&C,KOSPI,131,16,IT서비스,서비스업,"3,139억원",3139
721,031430,신세계인터내셔날,KOSPI,66,17,섬유의복 및 유통,유통업,"10,639억원",10639
722,031440,신세계푸드,KOSPI,97,2,"음식료품, 담배 및 기타화학",서비스업,"3,323억원",3323
723,006880,신송홀딩스,KOSPI,87,2,"음식료품, 담배 및 기타화학",유통업,625억원,625
724,002800,신신제약,KOSDAQ,127,11,"의료, 제약 및 생물공학",제약,998억원,998
725,005800,신영와코루,KOSPI,66,17,섬유의복 및 유통,섬유의복,"1,053억원",1053
726,001720,신영증권,KOSPI,56,4,"은행, 증권 및 기타금융",증권,"5,538억원",5538
727,009270,신원,KOSPI,57,17,섬유의복 및 유통,섬유의복,"2,533억원",2533
728,017000,신원종합개발,KOSDAQ,75,15,건설,종합건설,"1,791억원",1791
729,012790,신일제약,KOSDAQ,62,11,"의료, 제약 및 생물공학",제약,"1,312억원",1312
730,138070,신진에스엠,KOSDAQ,52,7,운수장비,금속,570억원,570
731,019170,신풍제약,KOSPI,77,11,"의료, 제약 및 생물공학",의약품,"17,459억원",17459
732,002870,신풍제지,KOSPI,59,1,전기전자,종이목재,801억원,801
733,055550,신한지주,KOSPI,58,4,"은행, 증권 및 기타금융",기타금융업,"192,175억원",192175
734,056700,신화인터텍,KOSDAQ,60,1,전기전자,IT부품,867억원,867
735,187270,신화콘텍,KOSDAQ,64,14,전자부품,IT부품,435억원,435
736,004080,신흥,KOSPI,51,11,"의료, 제약 및 생물공학",유통업,"1,506억원",1506
737,243840,신흥에스이씨,KOSDAQ,52,12,반도체,IT부품,"4,518억원",4518
738,222800,심텍,KOSDAQ,55,12,반도체,반도체,"12,439억원",12439
739,036710,심텍홀딩스,KOSDAQ,53,14,전자부품,IT부품,"1,714억원",1714
740,160980,싸이맥스,KOSDAQ,68,12,반도체,반도체,"2,043억원",2043
741,102280,쌍방울,KOSPI,101,17,섬유의복 및 유통,섬유의복,"2,137억원",2137
742,003620,쌍용차,KOSPI,60,0,"건설, 장비, 기기",운수장비,"4,151억원",4151
743,010280,쌍용정보통신,KOSDAQ,66,16,IT서비스,컴퓨터서비스,574억원,574
744,004770,써니전자,KOSPI,125,14,전자부품,전기전자,"1,054억원",1054
745,208640,썸에이지,KOSDAQ,52,8,"광고, 디지털컨텐츠, 엔터테인먼트","출판,매체복제","3,164억원",3164
746,222420,쎄노텍,KOSDAQ,58,6,"화학, 섬유",비금속,713억원,713
747,037760,쎄니트,KOSDAQ,52,0,"건설, 장비, 기기",금속,692억원,692
748,099320,쎄트렉아이,KOSDAQ,54,5,"항공,운수 및 통신장비",통신장비,"4,098억원",4098
749,049960,쎌바이오텍,KOSDAQ,75,11,"의료, 제약 및 생물공학",제약,"1,800억원",1800
750,050890,쏠리드,KOSDAQ,55,1,전기전자,통신장비,"4,010억원",4010
751,066790,씨씨에스,KOSDAQ,70,8,"광고, 디지털컨텐츠, 엔터테인먼트",방송서비스,396억원,396
752,222080,씨아이에스,KOSDAQ,51,12,반도체,"기계,장비","8,509억원",8509
753,004920,씨아이테크,KOSPI,103,4,"은행, 증권 및 기타금융",미분류,577억원,577
754,023460,CNH,KOSDAQ,80,4,"은행, 증권 및 기타금융",금융,949억원,949
755,264660,씨앤지하이테크,KOSDAQ,50,12,반도체,반도체,"1,143억원",1143
756,065770,CS,KOSDAQ,58,14,전자부품,통신장비,654억원,654
757,083660,CSA 코스믹,KOSDAQ,58,17,섬유의복 및 유통,화학,620억원,620
758,112610,씨에스윈드,KOSPI,50,1,전기전자,기계,"25,387억원",25387
759,115530,씨엔플러스,KOSDAQ,53,14,전자부품,IT부품,570억원,570
760,225330,씨엠에스에듀,KOSDAQ,66,3,교육서비스 및 문구류,교육,"1,290억원",1290
761,115480,씨유메디칼,KOSDAQ,58,11,"의료, 제약 및 생물공학","의료,정밀기기",546억원,546
762,000120,CJ대한통운,KOSPI,54,8,"광고, 디지털컨텐츠, 엔터테인먼트",운수창고업,"29,998억원",29998
763,079160,CJ CGV,KOSPI,77,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"9,183억원",9183
764,035760,CJ ENM,KOSDAQ,57,8,"광고, 디지털컨텐츠, 엔터테인먼트",방송서비스,"30,723억원",30723
765,097950,CJ제일제당,KOSPI,61,0,"건설, 장비, 기기",음식료품,"59,012억원",59012
766,051500,CJ프레시웨이,KOSDAQ,54,2,"음식료품, 담배 및 기타화학",도매,"3,508억원",3508
767,096530,씨젠,KOSDAQ,65,11,"의료, 제약 및 생물공학",제약,"35,566억원",35566
768,900120,씨케이에이치,KOSDAQ,53,2,"음식료품, 담배 및 기타화학",미분류,341억원,341
769,101240,씨큐브,KOSDAQ,51,6,"화학, 섬유",화학,699억원,699
770,060590,씨티씨바이오,KOSDAQ,102,2,"음식료품, 담배 및 기타화학",제약,"2,100억원",2100
771,013990,아가방컴퍼니,KOSDAQ,113,17,섬유의복 및 유통,도매,"1,743억원",1743
772,123860,아나패스,KOSDAQ,74,14,전자부품,반도체,"3,301억원",3301
773,025980,아난티,KOSDAQ,86,15,건설,"숙박,음식","8,694억원",8694
774,008700,아남전자,KOSPI,116,14,전자부품,전기전자,"1,836억원",1836
775,058220,아리온,KOSDAQ,55,8,"광고, 디지털컨텐츠, 엔터테인먼트",통신장비,107억원,107
776,002790,아모레G,KOSPI,65,17,섬유의복 및 유통,화학,"37,477억원",37477
777,090430,아모레퍼시픽,KOSPI,52,17,섬유의복 및 유통,화학,"106,164억원",106164
778,052710,아모텍,KOSDAQ,93,14,전자부품,IT부품,"2,436억원",2436
779,074430,아미노로직스,KOSDAQ,60,11,"의료, 제약 및 생물공학",도매,"1,994억원",1994
780,092040,아미코젠,KOSDAQ,52,2,"음식료품, 담배 및 기타화학","음식료,담배","5,837억원",5837
781,083930,아바코,KOSDAQ,89,12,반도체,"기계,장비","1,934억원",1934
782,149950,아바텍,KOSDAQ,52,12,반도체,IT부품,"2,950억원",2950
783,036010,아비코전자,KOSDAQ,114,14,전자부품,일반전기전자,"1,329억원",1329
784,002030,아세아,KOSPI,54,15,건설,서비스업,"2,761억원",2761
785,183190,아세아시멘트,KOSPI,50,15,건설,비금속광물,"5,045억원",5045
786,002310,아세아제지,KOSPI,51,6,"화학, 섬유",종이목재,"4,402억원",4402
787,050860,아세아텍,KOSDAQ,58,2,"음식료품, 담배 및 기타화학","기계,장비",627억원,627
788,246720,아스타,KOSDAQ,58,11,"의료, 제약 및 생물공학",제약,573억원,573
789,067390,아스트,KOSDAQ,69,13,기계장비,"운송장비,부품","1,442억원",1442
790,127710,아시아경제,KOSDAQ,65,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"1,033억원",1033
791,020560,아시아나항공,KOSPI,64,5,"항공,운수 및 통신장비",운수창고업,"14,622억원",14622
792,227610,아우딘퓨쳐스,KOSDAQ,67,17,섬유의복 및 유통,화학,288억원,288
793,143160,아이디스,KOSDAQ,72,16,IT서비스,통신장비,"2,486억원",2486
794,054800,아이디스홀딩스,KOSDAQ,53,14,전자부품,기타서비스,"1,345억원",1345
795,122900,아이마켓코리아,KOSPI,51,11,"의료, 제약 및 생물공학",유통업,"3,644억원",3644
796,099190,아이센스,KOSDAQ,52,11,"의료, 제약 및 생물공학","의료,정밀기기","4,101억원",4101
797,214430,아이쓰리시스템,KOSDAQ,50,11,"의료, 제약 및 생물공학",일반전기전자,"1,333억원",1333
798,040910,아이씨디,KOSDAQ,96,12,반도체,반도체,"2,132억원",2132
799,068940,아이씨케이,KOSDAQ,58,16,IT서비스,정보기기,994억원,994
800,052860,아이앤씨,KOSDAQ,57,1,전기전자,반도체,664억원,664
801,010780,아이에스동서,KOSPI,62,15,건설,비금속광물,"13,546억원",13546
802,095340,ISC,KOSDAQ,83,12,반도체,반도체,"5,030억원",5030
803,069920,아이에스이커머스,KOSDAQ,108,8,"광고, 디지털컨텐츠, 엔터테인먼트",소매,825억원,825
804,038880,아이에이,KOSDAQ,53,14,전자부품,반도체,"3,066억원",3066
805,101390,아이엠,KOSDAQ,88,14,전자부품,IT부품,429억원,429
806,052220,iMBC,KOSDAQ,95,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"1,118억원",1118
807,078860,아이오케이,KOSDAQ,71,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","1,266억원",1266
808,114810,아이원스,KOSDAQ,73,12,반도체,IT부품,"2,844억원",2844
809,031310,아이즈비전,KOSDAQ,64,0,"건설, 장비, 기기",통신장비,686억원,686
810,185490,아이진,KOSDAQ,79,11,"의료, 제약 및 생물공학","연구,개발","4,946억원",4946
811,059100,아이컴포넌트,KOSDAQ,70,6,"화학, 섬유",IT부품,491억원,491
812,175250,아이큐어,KOSDAQ,75,0,"건설, 장비, 기기",제약,"1,989억원",1989
813,052460,아이크래프트,KOSDAQ,97,16,IT서비스,컴퓨터서비스,699억원,699
814,124500,아이티센,KOSDAQ,73,16,IT서비스,컴퓨터서비스,"1,003억원",1003
815,032080,아즈텍WB,KOSDAQ,135,6,"화학, 섬유","섬유,의류",842억원,842
816,013310,아진산업,KOSDAQ,110,7,운수장비,"운송장비,부품","1,217억원",1217
817,059120,아진엑스텍,KOSDAQ,50,0,"건설, 장비, 기기",반도체,"1,014억원",1014
818,067160,아프리카TV,KOSDAQ,108,8,"광고, 디지털컨텐츠, 엔터테인먼트",소프트웨어,"23,150억원",23150
819,001540,안국약품,KOSDAQ,86,11,"의료, 제약 및 생물공학",제약,"1,317억원",1317
820,053800,안랩,KOSDAQ,51,16,IT서비스,소프트웨어,"6,789억원",6789
821,065660,안트로젠,KOSDAQ,72,11,"의료, 제약 및 생물공학",도매,"5,663억원",5663
822,001780,알루코,KOSPI,62,10,철강금속,철강금속,"3,066억원",3066
823,260660,알리코제약,KOSDAQ,101,11,"의료, 제약 및 생물공학",제약,"1,113억원",1113
824,131370,알서포트,KOSDAQ,81,16,IT서비스,디지털컨텐츠,"4,885억원",4885
825,140670,알에스오토메이션,KOSDAQ,50,0,"건설, 장비, 기기",IT부품,"1,061억원",1061
826,096610,알에프세미,KOSDAQ,61,14,전자부품,반도체,503억원,503
827,218410,RFHIC,KOSDAQ,52,5,"항공,운수 및 통신장비",일반전기전자,"9,420억원",9420
828,061040,알에프텍,KOSDAQ,79,14,전자부품,통신장비,"1,819억원",1819
829,148250,알엔투테크놀로지,KOSDAQ,61,12,반도체,정보기기,"1,219억원",1219
830,196170,알테오젠,KOSDAQ,79,11,"의료, 제약 및 생물공학","연구,개발","35,713억원",35713
831,123750,알톤스포츠,KOSDAQ,85,17,섬유의복 및 유통,"운송장비,부품",530억원,530
832,085810,알티캐스트,KOSDAQ,60,8,"광고, 디지털컨텐츠, 엔터테인먼트",소프트웨어,678억원,678
833,117670,알파홀딩스,KOSDAQ,59,14,전자부품,반도체,654억원,654
834,018250,애경산업,KOSPI,51,17,섬유의복 및 유통,화학,"5,044억원",5044
835,196300,애니젠,KOSDAQ,66,11,"의료, 제약 및 생물공학",제약,894억원,894
836,205500,액션스퀘어,KOSDAQ,56,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"2,707억원",2707
837,052790,액토즈소프트,KOSDAQ,53,8,"광고, 디지털컨텐츠, 엔터테인먼트",디지털컨텐츠,"1,496억원",1496
838,290740,액트로,KOSDAQ,53,14,전자부품,IT부품,842억원,842
839,238090,앤디포스,KOSDAQ,59,0,"건설, 장비, 기기",비금속,"2,077억원",2077
840,174900,앱클론,KOSDAQ,73,11,"의료, 제약 및 생물공학",제약,"3,208억원",3208
841,255440,야스,KOSDAQ,98,12,반도체,IT부품,"1,893억원",1893
842,030960,양지사,KOSDAQ,87,3,교육서비스 및 문구류,"출판,매체복제","1,483억원",1483
843,102120,어보브반도체,KOSDAQ,61,14,전자부품,반도체,"2,217억원",2217
844,019990,에너토크,KOSDAQ,90,13,기계장비,"기계,장비","1,010억원",1010
845,011090,에넥스,KOSPI,126,0,"건설, 장비, 기기",미분류,"1,596억원",1596
846,038680,에스넷,KOSDAQ,100,16,IT서비스,컴퓨터서비스,"1,120억원",1120
847,217480,에스디생명공학,KOSDAQ,70,17,섬유의복 및 유통,화학,737억원,737
848,121890,에스디시스템,KOSDAQ,99,16,IT서비스,정보기기,71억원,71
849,099220,SDN,KOSDAQ,83,13,기계장비,도매,"1,010억원",1010
850,097780,에스맥,KOSDAQ,57,14,전자부품,IT부품,"2,773억원",2773
851,019550,SBI인베스트먼트,KOSDAQ,68,4,"은행, 증권 및 기타금융",금융,"2,690억원",2690
852,034120,SBS,KOSPI,61,8,"광고, 디지털컨텐츠, 엔터테인먼트",서비스업,"8,579억원",8579
853,046140,SBS콘텐츠허브,KOSDAQ,71,8,"광고, 디지털컨텐츠, 엔터테인먼트","오락,문화","1,766억원",1766
854,042110,에스씨디,KOSDAQ,97,14,전자부품,일반전기전자,841억원,841
