,Unnamed: 0,index,ric,종목명,시가총액,시가총액_label,상장주식수,시장구분,btin,SIC,GICS
406,406,406,020710,시공테크,121891657600,"1,218억원","20,047,970",KOSDAQ,전문디자인업,전문기술,"호텔,레저서비스"
407,407,407,020760,일진디스플,106603866600,"1,066억원","28,314,440",KOSPI,반도체 제조업,전기전자,디스플레이
408,408,408,021050,서원,50560438350,505억원,"47,474,590",KOSPI,금속 주조업,철강금속,"비철,목재등"
409,409,409,021080,에이티넘인베스트,106080000000,"1,060억원","48,000,000",KOSDAQ,신탁업 및 집합투자업,금융,은행
410,410,410,021240,코웨이,5416892034600,"54,168억원","73,799,619",KOSPI,그외 기타 개인 서비스업,서비스업,"화장품,의류,완구"
411,411,411,021320,KCC건설,152154000000,"1,521억원","21,400,000",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
412,412,412,021820,세원정공,74100000000,741억원,"10,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
413,413,413,021880,메이슨캐피탈,40665607280,406억원,"99,184,408",KOSDAQ,기타 금융업,금융,은행
414,414,414,022100,포스코 ICT,839231704080,"8,392억원","152,034,729",KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,소프트웨어
415,415,415,022220,정산애강,101258401945,"1,012억원","51,794,579",KOSDAQ,플라스틱제품 제조업,화학,"건설,건축관련"
416,416,416,023000,삼원강재,112000000000,"1,120억원","40,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
417,417,417,023150,MH에탄올,39401328840,394억원,"7,378,526",KOSPI,알코올음료 제조업,음식료품,필수소비재
418,418,418,023160,태광,321975000000,"3,219억원","26,500,000",KOSDAQ,1차 철강 제조업,금속,기계
419,419,419,023410,유진기업,449621650610,"4,496억원","77,122,067",KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
420,420,420,023440,제일제강,38267311950,382억원,"26,032,185",KOSDAQ,1차 철강 제조업,금속,철강
421,421,421,023450,동남합성,78897180000,788억원,"1,314,953",KOSPI,기초 화학물질 제조업,화학,화학
422,422,422,023460,CNH,51336000000,513억원,"37,200,000",KOSDAQ,신탁업 및 집합투자업,금융,은행
423,423,423,023530,롯데쇼핑,6435691762500,"64,356억원","28,288,755",KOSPI,종합 소매업,유통업,소매(유통)
424,424,424,023590,다우기술,892845678300,"8,928억원","44,866,617",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
425,425,425,023600,삼보판지,139650000000,"1,396억원","14,700,000",KOSDAQ,"펄프, 종이 및 판지 제조업","종이,목재","비철,목재등"
426,426,426,023770,플레이위드,21941789000,219억원,"3,460,850",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
427,427,427,023790,동일철강,27029912800,270억원,"7,345,085",KOSDAQ,1차 철강 제조업,금속,철강
428,428,428,023800,인지컨트롤스,76861848960,768억원,"15,160,128",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
429,429,429,023810,인팩,32100000000,321억원,"10,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
430,430,430,023900,풍국주정,115794000000,"1,157억원","12,600,000",KOSDAQ,알코올음료 제조업,"음식료,담배",필수소비재
431,431,431,023910,대한약품,242400000000,"2,424억원","6,000,000",KOSDAQ,의약품 제조업,제약,건강관리
432,432,432,023960,에쓰씨엔지니어링,40651953875,406억원,"25,016,587",KOSPI,토목 건설업,건설업,"건설,건축관련"
433,433,433,024070,WISCOM,39217651200,392억원,"15,025,920",KOSPI,플라스틱제품 제조업,화학,화학
434,434,434,024090,디씨엠,139815000000,"1,398억원","11,700,000",KOSPI,1차 철강 제조업,철강금속,"비철,목재등"
435,435,435,024110,기업은행,8371683284250,"83,716억원","559,978,815",KOSPI,은행 및 저축기관,은행,은행
436,436,436,024120,KB오토시스,60375000000,603억원,"11,500,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
437,437,437,024800,유성티엔에스,75789820300,757억원,"27,213,580",KOSDAQ,육상 여객 운송업,육상운송,운송
438,438,438,024810,이화전기,161946867047,"1,619억원","602,032,963",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,기계
439,439,439,024830,세원물산,43420000000,434억원,"8,350,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
440,440,440,024850,피에스엠씨,33265806659,332억원,"38,726,201",KOSDAQ,전자부품 제조업,반도체,반도체
441,441,441,024880,케이피에프,63141030260,631억원,"15,726,284",KOSDAQ,기타 금속 가공제품 제조업,금속,기계
442,442,442,024890,대원화성,59192533120,591억원,"41,249,152",KOSPI,플라스틱제품 제조업,화학,"화장품,의류,완구"
443,443,443,024900,덕양산업,39403625800,394억원,"32,564,980",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
444,444,444,024910,경창산업,56235837850,562억원,"35,819,005",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
445,445,445,024940,PN풍년,22600000000,226억원,"10,000,000",KOSDAQ,기타 금속 가공제품 제조업,금속,"화장품,의류,완구"
446,446,446,024950,삼천리자전거,82694384710,826억원,"13,273,577",KOSDAQ,생활용품 도매업,도매,"화장품,의류,완구"
447,447,447,025000,KPX케미칼,251680000000,"2,516억원","4,840,000",KOSPI,기초 화학물질 제조업,화학,화학
448,448,448,025320,시노펙스,193254703990,"1,932억원","70,146,898",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
449,449,449,025440,대성엘텍,74945329936,749억원,"99,661,343",KOSDAQ,영상 및 음향기기 제조업,일반전기전자,자동차
450,450,450,025560,미래산업,118076222400,"1,180억원","634,818,400",KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",의료정밀,반도체
451,451,451,025620,제이준코스메틱,310312431000,"3,103억원","26,522,430",KOSPI,기타 화학제품 제조업,화학,"화장품,의류,완구"
452,452,452,025820,이구산업,63038170000,630억원,"33,442,000",KOSPI,1차 비철금속 제조업,철강금속,"비철,목재등"
453,453,453,025860,남해화학,568822752350,"5,688억원","49,678,843",KOSPI,"비료, 농약 및 살균, 살충제 제조업",화학,화학
454,454,454,025870,신라에스지,19380000000,193억원,"4,000,000",KOSDAQ,음·식료품 및 담배 도매업,도매,필수소비재
455,455,455,025880,케이씨피드,35604777540,356억원,"16,715,858",KOSDAQ,동물용 사료 및 조제식품 제조업,"음식료,담배",필수소비재
456,456,456,025900,동화기업,371122142600,"3,711억원","14,356,756",KOSDAQ,나무제품 제조업,"종이,목재","건설,건축관련"
457,457,457,025950,동신건설,48972000000,489억원,"8,400,000",KOSDAQ,토목 건설업,종합건설,"건설,건축관련"
458,458,458,025980,아난티,789457574850,"7,894억원","82,320,915",KOSDAQ,스포츠 서비스업,"숙박,음식","호텔,레저서비스"
459,459,459,026040,제이에스티나,92256186100,922억원,"16,503,790",KOSDAQ,귀금속 및 장신용품 제조업,기타제조,"화장품,의류,완구"
460,460,460,026150,특수건설,75273966280,752억원,"14,994,814",KOSDAQ,토목 건설업,종합건설,"건설,건축관련"
461,461,461,026890,디피씨,317587693500,"3,175억원","41,678,175",KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",전기전자,IT가전
462,462,462,026910,광진실업,21586214850,215억원,"6,405,405",KOSDAQ,1차 철강 제조업,금속,철강
463,463,463,026940,부국철강,59200000000,592억원,"20,000,000",KOSPI,1차 철강 제조업,철강금속,철강
464,464,464,026960,동서,1804570000000,"18,045억원","99,700,000",KOSPI,음·식료품 및 담배 도매업,유통업,필수소비재
465,465,465,027040,서울전자통신,86460321810,864억원,"64,764,286",KOSDAQ,그외 기타 제품 제조업,도매,IT가전
466,466,466,027050,코리아나,182000000000,"1,820억원","40,000,000",KOSDAQ,기타 화학제품 제조업,화학,"화장품,의류,완구"
467,467,467,027410,BGF,762953432000,"7,629억원","95,369,179",KOSPI,기타 금융업,기타금융업,소매(유통)
468,468,468,027580,상보,50867760075,508억원,"28,338,585",KOSDAQ,전자부품 제조업,화학,디스플레이
469,469,469,027710,팜스토리,97623911255,976억원,"88,347,431",KOSDAQ,동물용 사료 및 조제식품 제조업,"음식료,담배",필수소비재
470,470,470,027740,마니커,104719426471,"1,047억원","133,061,533",KOSPI,"도축, 육류 가공 및 저장 처리업",음식료품,필수소비재
471,471,471,027830,대성창투,69600000000,696억원,"40,000,000",KOSDAQ,신탁업 및 집합투자업,금융,은행
472,472,472,027970,세하,37840636160,378억원,"29,562,997",KOSPI,"펄프, 종이 및 판지 제조업",종이목재,"비철,목재등"
473,473,473,028050,삼성엔지니어링,3557400000000,"35,574억원","196,000,000",KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스업,"건설,건축관련"
474,474,474,028100,동아지질,162725000000,"1,627억원","11,500,000",KOSPI,기반조성 및 시설물 축조관련 전문공사업,건설업,"건설,건축관련"
475,475,475,028260,삼성물산,19632919450500,"196,329억원","189,690,043",KOSPI,기타 전문 도매업,유통업,"상사,자본재"
476,476,476,028300,에이치엘비,3229845850000,"32,298억원","39,102,250",KOSDAQ,선박 및 보트 건조업,"운송장비,부품",조선
477,477,477,028670,팬오션,2328048896485,"23,280억원","534,569,207",KOSPI,해상 운송업,운수창고업,운송
478,478,478,029460,케이씨,190434318200,"1,904억원","13,554,044",KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",의료정밀,반도체
479,479,479,029530,신도리코,479809380400,"4,798억원","10,080,029",KOSPI,컴퓨터 및 주변장치 제조업,전기전자,IT하드웨어
480,480,480,029780,삼성카드,3869686959400,"38,696억원","115,858,891",KOSPI,기타 금융업,기타금융업,은행
481,481,481,029960,코엔텍,380500000000,"3,805억원","50,000,000",KOSDAQ,폐기물 처리업,환경,"상사,자본재"
482,482,482,030000,제일기획,2640196113750,"26,401억원","115,041,225",KOSPI,광고업,서비스업,"미디어,교육"
483,483,483,030190,NICE평가정보,689113207000,"6,891억원","60,714,820",KOSDAQ,기타 정보 서비스업,기타서비스,"상사,자본재"
484,484,484,030210,KTB투자증권,198131792220,"1,981억원","60,314,092",KOSPI,금융 지원 서비스업,증권,증권
485,485,485,030350,드래곤플라이,50826958925,508억원,"16,008,491",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
486,486,486,030530,원익홀딩스,303159075425,"3,031억원","77,237,981",KOSDAQ,기타 금융업,금융,반도체
487,487,487,030610,교보증권,343080000000,"3,430억원","36,000,000",KOSPI,금융 지원 서비스업,증권,증권
488,488,488,030720,동원수산,43105635160,431억원,"4,630,036",KOSPI,어로 어업,미분류,필수소비재
489,489,489,030960,양지사,147335600000,"1,473억원","15,980,000",KOSDAQ,인쇄 및 인쇄관련 산업,"출판,매체복제","화장품,의류,완구"
490,490,490,031310,아이즈비전,78310829910,783억원,"15,772,574",KOSDAQ,전기 통신업,통신장비,IT하드웨어
491,491,491,031330,에스에이엠티,171491539905,"1,714억원","99,995,067",KOSDAQ,기계장비 및 관련 물품 도매업,도매,IT하드웨어
492,492,492,031430,신세계인터내셔날,1238790000000,"12,387억원","7,140,000",KOSPI,"섬유, 의복, 신발 및 가죽제품 소매업",유통업,"화장품,의류,완구"
493,493,493,031440,신세계푸드,336518512000,"3,365억원","3,872,480",KOSPI,음식점업,서비스업,"호텔,레저서비스"
494,494,494,031510,오스템,126230000000,"1,262억원","26,000,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
495,495,495,031820,콤텍시스템,64120964440,641억원,"47,851,466",KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",서비스업,소프트웨어
496,496,496,031860,엔에스엔,34348344520,343억원,"21,072,604",KOSDAQ,상품 종합 도매업,도매,"화장품,의류,완구"
497,497,497,032080,아즈텍WB,35872113060,358억원,"20,916,684",KOSDAQ,"섬유제품 염색, 정리 및 마무리 가공업","섬유,의류","화장품,의류,완구"
498,498,498,032190,다우데이타,348530000000,"3,485억원","38,300,000",KOSDAQ,기계장비 및 관련 물품 도매업,도매,증권
499,499,499,032280,삼일,33481063350,334억원,"16,213,590",KOSDAQ,도로 화물 운송업,육상운송,운송
500,500,500,032350,롯데관광개발,810305810000,"8,103억원","64,566,200",KOSPI,여행사 및 기타 여행보조 서비스업,서비스업,"호텔,레저서비스"
501,501,501,032500,케이엠더블유,384790000000,"3,847억원","16,100,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
502,502,502,032540,TJ미디어,44093542485,440억원,"13,931,609",KOSDAQ,영상 및 음향기기 제조업,일반전기전자,IT가전
503,503,503,032580,피델릭스,37414646210,374억원,"21,441,058",KOSDAQ,반도체 제조업,반도체,반도체
504,504,504,032620,유비케어,214269255595,"2,142억원","52,197,139",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,건강관리
505,505,505,032640,LG유플러스,7007612344050,"70,076억원","436,611,361",KOSPI,전기 통신업,통신업,통신서비스
506,506,506,032680,소프트센,48112157730,481억원,"32,729,359",KOSDAQ,기계장비 및 관련 물품 도매업,도매,소프트웨어
507,507,507,032750,삼진,37200000000,372억원,"6,000,000",KOSDAQ,통신 및 방송 장비 제조업,일반전기전자,IT가전
508,508,508,032800,판타지오,41150431738,411억원,"72,703,943",KOSDAQ,창작 및 예술관련 서비스업,"오락,문화","미디어,교육"
509,509,509,032820,우리기술,96928990920,969억원,"85,399,992",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,IT하드웨어
510,510,510,032830,삼성생명,18080000000000,"180,800억원","200,000,000",KOSPI,보험업,보험업,보험
511,511,511,032850,비트컴퓨터,85443726020,854억원,"16,623,293",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,건강관리
512,512,512,032940,원익,83664125280,836억원,"17,934,432",KOSDAQ,기계장비 및 관련 물품 도매업,도매,건강관리
513,513,513,032960,동일기연,77486005800,774억원,"6,149,683",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
514,514,514,032980,바이온,87389051250,873억원,"46,607,494",KOSDAQ,음·식료품 및 담배 도매업,도매,건강관리
515,515,515,033050,제이엠아이,37629140010,376억원,"32,579,342",KOSDAQ,기록매체 복제업,"출판,매체복제",디스플레이
516,516,516,033100,제룡전기,127053655190,"1,270억원","16,062,409",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,기계
517,517,517,033130,디지틀조선,66621904265,666억원,"37,115,267",KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
518,518,518,033160,엠케이전자,184493048940,"1,844억원","21,807,689",KOSDAQ,전자부품 제조업,반도체,반도체
519,519,519,033170,시그네틱스,68754111838,687억원,"85,728,319",KOSDAQ,반도체 제조업,반도체,반도체
520,520,520,033200,모아텍,64490332500,644억원,"14,331,185",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
521,521,521,033230,인성정보,63030711590,630억원,"19,158,271",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
522,522,522,033240,자화전자,230910000000,"2,309억원","17,900,000",KOSPI,전자부품 제조업,전기전자,IT하드웨어
523,523,523,033250,체시스,22920000000,229억원,"24,000,000",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
524,524,524,033290,코웰패션,425803600970,"4,258억원","90,500,234",KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업",소매,"화장품,의류,완구"
525,525,525,033320,제이씨현시스템,109334551040,"1,093억원","19,114,432",KOSDAQ,기계장비 및 관련 물품 도매업,도매,IT하드웨어
526,526,526,033340,좋은사람들,129502609920,"1,295억원","29,908,224",KOSDAQ,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
527,527,527,033500,동성화인텍,224233790790,"2,242억원","26,983,609",KOSDAQ,기초 화학물질 제조업,화학,화학
528,528,528,033530,세종공업,102077048700,"1,020억원","20,054,430",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
529,529,529,033540,파라텍,94812307760,948억원,"16,840,552",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
530,530,530,033560,블루콤,75969797400,759억원,"18,088,047",KOSDAQ,영상 및 음향기기 제조업,IT부품,IT하드웨어
531,531,531,033640,네패스,230874037050,"2,308억원","22,972,541",KOSDAQ,반도체 제조업,반도체,반도체
532,532,532,033790,스카이문스테크놀로지,43905361500,439억원,"17,117,100",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
533,533,533,033830,티비씨,53600000000,536억원,"100,000,000",KOSDAQ,텔레비전 방송업,방송서비스,"미디어,교육"
534,534,534,033920,무학,337725000000,"3,377억원","28,500,000",KOSPI,알코올음료 제조업,음식료품,필수소비재
535,535,535,034020,두산중공업,1276900152700,"12,769억원","117,146,803",KOSPI,일반 목적용 기계 제조업,기계,기계
536,536,536,034120,SBS,382391592900,"3,823억원","18,252,582",KOSPI,텔레비전 방송업,서비스업,"미디어,교육"
537,537,537,034220,LG디스플레이,6261774750000,"62,617억원","357,815,700",KOSPI,전자부품 제조업,전기전자,디스플레이
538,538,538,034230,파라다이스,1764287836800,"17,642억원","90,942,672",KOSDAQ,유원지 및 기타 오락관련 서비스업,"오락,문화","호텔,레저서비스"
539,539,539,034300,신세계건설,115200000000,"1,152억원","4,000,000",KOSPI,건물 건설업,건설업,"건설,건축관련"
540,540,540,034310,NICE,681881400000,"6,818억원","37,882,300",KOSPI,회사 본부 및 경영 컨설팅 서비스업,서비스업,"상사,자본재"
541,541,541,034590,인천도시가스,131023882300,"1,310억원","4,374,754",KOSPI,연료용 가스 제조 및 배관공급업,전기가스업,유틸리티
542,542,542,034730,SK,19700883160000,"197,008억원","70,360,297",KOSPI,기타 금융업,기타금융업,"상사,자본재"
543,543,543,034940,조아제약,136738415730,"1,367억원","28,310,231",KOSDAQ,의약품 제조업,제약,건강관리
544,544,544,035000,지투알,120776411610,"1,207억원","16,567,409",KOSPI,회사 본부 및 경영 컨설팅 서비스업,서비스업,"미디어,교육"
545,545,545,035150,백산,126808000000,"1,268억원","24,200,000",KOSPI,플라스틱제품 제조업,화학,"화장품,의류,완구"
546,546,546,035200,프럼파스트,29855644875,298억원,"8,846,117",KOSDAQ,플라스틱제품 제조업,화학,"건설,건축관련"
547,547,547,035250,강원랜드,6418215000000,"64,182억원","213,940,500",KOSPI,유원지 및 기타 오락관련 서비스업,서비스업,"호텔,레저서비스"
548,548,548,035420,NAVER,17799846660000,"177,998억원","164,813,395",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
549,549,549,035460,기산텔레콤,33382108600,333억원,"14,577,340",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
550,550,550,035600,KG이니시스,422752175100,"4,227억원","27,904,434",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
551,551,551,035610,솔본,144386864160,"1,443억원","27,345,997",KOSDAQ,회사 본부 및 경영 컨설팅 서비스업,전문기술,건강관리
552,552,552,035620,바른손이앤에이,98866025590,988억원,"70,367,278",KOSDAQ,소프트웨어 개발 및 공급업,"오락,문화","미디어,교육"
553,553,553,035720,카카오,8880638074500,"88,806억원","83,386,273",KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스업,소프트웨어
554,554,554,035760,CJ ENM,4690053537600,"46,900억원","21,926,384",KOSDAQ,텔레비전 방송업,방송서비스,"미디어,교육"
555,555,555,035890,서희건설,213365326350,"2,133억원","173,467,745",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
556,556,556,035900,JYP Ent.,1201105556000,"12,011억원","35,326,634",KOSDAQ,오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
557,557,557,036000,예림당,131065036130,"1,310억원","23,034,277",KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제",운송
558,558,558,036010,아비코전자,79890533340,798억원,"13,292,934",KOSDAQ,전자부품 제조업,일반전기전자,IT가전
559,559,559,036090,위지트,79660497735,796억원,"72,749,313",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
560,560,560,036120,SCI평가정보,79520000000,795억원,"35,500,000",KOSDAQ,기타 정보 서비스업,사업지원,"상사,자본재"
561,561,561,036190,금화피에스시,170700000000,"1,707억원","6,000,000",KOSDAQ,전기 및 통신 공사업,전문건설,"건설,건축관련"
562,562,562,036200,유니셈,120510396390,"1,205억원","30,664,223",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
563,563,563,036420,제이콘텐트리,712421115990,"7,124억원","144,068,982",KOSPI,"영화, 비디오물, 방송프로그램 제작 및 배급업",서비스업,"미디어,교육"
564,564,564,036480,대성미생물,73150000000,731억원,"3,800,000",KOSDAQ,의약품 제조업,제약,건강관리
565,565,565,036490,SK머티리얼즈,1684463378100,"16,844억원","10,547,673",KOSDAQ,기초 화학물질 제조업,반도체,디스플레이
566,566,566,036540,SFA반도체,206743189415,"2,067억원","141,121,631",KOSDAQ,반도체 제조업,반도체,반도체
567,567,567,036560,영풍정밀,112297500000,"1,122억원","15,750,000",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
568,568,568,036570,엔씨소프트,10432004961000,"104,320억원","21,939,022",KOSPI,소프트웨어 개발 및 공급업,서비스업,소프트웨어
569,569,569,036580,팜스코,319900383530,"3,199억원","36,727,943",KOSPI,"곡물가공품, 전분 및 전분제품 제조업",음식료품,필수소비재
570,570,570,036630,세종텔레콤,269546430574,"2,695억원","600,326,126",KOSDAQ,전기 통신업,통신서비스,통신서비스
571,571,571,036640,HRS,44893926000,448억원,"16,354,800",KOSDAQ,합성고무 및 플라스틱 물질 제조업,화학,화학
572,572,572,036670,KCI,87906000000,879억원,"11,270,000",KOSDAQ,기타 화학제품 제조업,화학,화학
573,573,573,036690,코맥스,56977060350,569억원,"14,279,965",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
574,574,574,036710,심텍홀딩스,68744791010,687억원,"34,895,833",KOSDAQ,통신 및 방송 장비 제조업,IT부품,IT하드웨어
575,575,575,036800,나이스정보통신,197000000000,"1,970억원","10,000,000",KOSDAQ,전기 통신업,통신서비스,"상사,자본재"
576,576,576,036810,에프에스티,87207738340,872억원,"20,233,814",KOSDAQ,전자부품 제조업,반도체,반도체
577,577,577,036890,진성티이씨,190649632640,"1,906억원","22,482,268",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
578,578,578,036930,주성엔지니어링,344981865800,"3,449억원","48,249,212",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
579,579,579,037030,파워넷,48398744420,483억원,"12,009,614",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,IT가전
580,580,580,037070,파세코,62650000000,626억원,"14,000,000",KOSDAQ,가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
581,581,581,037270,YG PLUS,129720669920,"1,297억원","58,170,704",KOSPI,"인형,장난감 및 오락용품 제조업",서비스업,"미디어,교육"
582,582,582,037330,인지디스플레,57855112250,578억원,"35,603,146",KOSDAQ,전자부품 제조업,IT부품,디스플레이
583,583,583,037350,성도이엔지,74410700000,744억원,"15,470,000",KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,반도체
584,584,584,037370,EG,71250000000,712억원,"7,500,000",KOSDAQ,기타 전문 도매업,도매,"상사,자본재"
585,585,585,037400,우리조명,25920279840,259억원,"24,923,346",KOSDAQ,전구 및 조명장치 제조업,일반전기전자,디스플레이
586,586,586,037460,삼지전자,140992030080,"1,409억원","16,318,522",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
587,587,587,037710,광주신세계,279200000000,"2,792억원","1,600,000",KOSPI,종합 소매업,유통업,소매(유통)
588,588,588,037760,쎄니트,69695817260,696억원,"33,832,921",KOSDAQ,1차 철강 제조업,금속,"비철,목재등"
589,589,589,037950,엘컴텍,143560782300,"1,435억원","84,447,519",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
590,590,590,038010,제일테크노스,36000000000,360억원,"9,000,000",KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"건설,건축관련"
591,591,591,038060,루멘스,115828120800,"1,158억원","47,276,784",KOSDAQ,반도체 제조업,반도체,디스플레이
592,592,592,038070,서린바이오,66935005200,669억원,"6,900,516",KOSDAQ,기타 전문 도매업,도매,건강관리
593,593,593,038110,에코플라스틱,29391428650,293억원,"25,669,370",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
594,594,594,038290,마크로젠,326647983200,"3,266억원","10,605,454",KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",전문기술,건강관리
595,595,595,038340,UCI,48364030800,483억원,"13,434,453",KOSDAQ,일반 교습 학원,교육,"미디어,교육"
596,596,596,038390,레드캡투어,133995888000,"1,339억원","8,589,480",KOSDAQ,여행사 및 기타 여행보조 서비스업,사업지원,운송
597,597,597,038460,바이오스마트,88306914800,883억원,"19,978,940",KOSDAQ,전자부품 제조업,정보기기,IT하드웨어
598,598,598,038500,삼표시멘트,399905469425,"3,999억원","107,357,173",KOSDAQ,기타 비금속 광물제품 제조업,비금속,"건설,건축관련"
599,599,599,038530,골드퍼시픽,14755195560,147억원,"9,136,344",KOSDAQ,생활용품 도매업,도매,"화장품,의류,완구"
600,600,600,038540,상상인,826047268100,"8,260억원","47,748,397",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
601,601,601,038620,위즈코프,39386496320,393억원,"37,157,072",KOSDAQ,연료 소매업,소매,에너지
602,602,602,038680,에스넷,63095218875,630억원,"16,075,215",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
603,603,603,038870,에코바이오,54697949540,546억원,"11,527,492",KOSDAQ,사업시설 유지·관리 서비스업,사업지원,유틸리티
604,604,604,038880,아이에이,108174717200,"1,081억원","41,288,060",KOSDAQ,전자부품 제조업,반도체,자동차
605,605,605,038950,파인디지털,35227139250,352억원,"10,210,765",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT가전
606,606,606,039020,이건홀딩스,57139313770,571억원,"22,584,709",KOSDAQ,기타 금융업,"종이,목재","건설,건축관련"
607,607,607,039030,이오테크닉스,570435077700,"5,704억원","12,280,626",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
608,608,608,039130,하나투어,820102661000,"8,201억원","11,616,185",KOSPI,여행사 및 기타 여행보조 서비스업,서비스업,"호텔,레저서비스"
609,609,609,039200,오스코텍,769834732750,"7,698억원","27,250,787",KOSDAQ,의약품 제조업,제약,건강관리
610,610,610,039240,경남스틸,48125000000,481억원,"25,000,000",KOSDAQ,1차 철강 제조업,금속,철강
611,611,611,039290,인포뱅크,61988063140,619억원,"8,693,978",KOSDAQ,기타 정보 서비스업,통신서비스,소프트웨어
612,612,612,039310,세중,61613667800,616억원,"18,121,667",KOSDAQ,여행사 및 기타 여행보조 서비스업,사업지원,"호텔,레저서비스"
613,613,613,039420,케이엘넷,64976223700,649억원,"24,154,730",KOSDAQ,전기 통신업,통신서비스,소프트웨어
614,614,614,039440,에스티아이,153392700000,"1,533억원","15,830,000",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
615,615,615,039490,키움증권,1821018576000,"18,210억원","22,099,740",KOSPI,금융 지원 서비스업,증권,증권
616,616,616,039560,다산네트웍스,190361532080,"1,903억원","29,196,554",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
