종목명,시가총액,상장주식수,시장구분,btin,SIC,GICS
와이지엔터테인먼트,"744,704,783,550","18,185,709",KOSDAQ,오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
아이마켓코리아,"283,592,952,600","35,943,340",KOSPI,상품 종합 도매업,유통업,"상사,자본재"
와이솔,"386,271,056,000","24,141,941",KOSDAQ,전자부품 제조업,반도체,IT하드웨어
아이에이네트웍스,"17,530,742,635","4,987,409",KOSDAQ,전자부품 제조업,반도체,반도체
엠에스오토텍,"52,233,642,240","27,205,022",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
제닉,"53,690,000,000","7,000,000",KOSDAQ,기타 화학제품 제조업,화학,"화장품,의류,완구"
코리아에프티,"76,702,131,320","27,841,064",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
선데이토즈,"231,111,684,300","9,569,842",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
이엠넷,"50,343,936,280","22,276,078",KOSDAQ,광고업,전문기술,"미디어,교육"
한국화장품,"191,209,200,000","16,068,000",KOSPI,생활용품 도매업,유통업,"화장품,의류,완구"
에스제이엠,"46,736,669,510","15,604,898",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
알톤스포츠,"60,417,447,780","12,746,297",KOSDAQ,그외 기타 운송장비 제조업,"운송장비,부품","화장품,의류,완구"
한일진공,"71,196,362,370","54,977,886",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",IT하드웨어
아나패스,"169,132,590,000","10,127,700",KOSDAQ,반도체 제조업,반도체,디스플레이
한국자산신탁,"461,302,101,610","102,739,889",KOSPI,신탁업 및 집합투자업,기타금융업,은행
아이티센,"67,983,953,060","15,700,682",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
현대에이치씨엔,"507,380,299,020","112,876,596",KOSPI,텔레비전 방송업,서비스업,"미디어,교육"
코프라,"53,316,975,850","21,115,634",KOSDAQ,합성고무 및 플라스틱 물질 제조업,화학,자동차
화신정공,"37,646,973,045","36,373,887",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
하이비젼시스템,"145,835,013,120","14,942,112",KOSDAQ,사진장비 및 광학기기 제조업,"의료,정밀기기",IT하드웨어
뉴로스,"84,748,803,600","19,152,272",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
제이엔케이히터,"60,123,805,560","16,770,936",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
디엔에이링크,"49,340,191,000","10,737,800",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
매직마이크로,"242,938,069,010","58,822,777",KOSDAQ,전자부품 제조업,반도체,디스플레이
아시아경제,"59,071,030,200","25,244,030",KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
피제이메탈,"50,598,872,760","24,803,369",KOSDAQ,1차 비철금속 제조업,금속,"비철,목재등"
대성산업,"196,548,151,910","45,235,478",KOSPI,연료 소매업,유통업,에너지
한미약품,"5,157,718,023,000","11,385,691",KOSPI,의약품 제조업,의약품,건강관리
인터지스,"69,758,764,530","29,747,874",KOSPI,도로 화물 운송업,운수창고업,운송
GH신소재,"29,700,000,000","11,000,000",KOSDAQ,기타 섬유제품 제조업,"섬유,의류",자동차
나이스디앤비,"109,032,000,000","15,400,000",KOSDAQ,기타 사업지원 서비스업,사업지원,"상사,자본재"
한전산업,"115,893,000,000","32,600,000",KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스업,유틸리티
티피씨글로벌,"26,365,500,000","9,450,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
디에이치피코리아,"158,525,107,290","16,564,797",KOSDAQ,의약품 제조업,제약,건강관리
시큐브,"56,520,000,000","36,000,000",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
스카이이앤엠,"81,971,370,000","4,553,965",KOSDAQ,상품 종합 도매업,도매,화학
딜리,"52,976,750,000","29,350,000",KOSDAQ,컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
대한과학,"32,203,396,800","7,454,490",KOSDAQ,기계장비 및 관련 물품 도매업,도매,건강관리
티에스이,"79,310,445,930","11,061,429",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체,반도체
알서포트,"108,931,184,735","53,267,083",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
피앤이솔루션,"170,646,000,000","14,280,000",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,IT가전
액트,"53,750,131,485","17,366,763",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
파인텍,"30,684,458,220","11,513,868",KOSDAQ,특수 목적용 기계 제조업,IT부품,디스플레이
테스나,"155,495,000,000","6,850,000",KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",반도체,반도체
메가엠디,"57,151,755,115","22,368,593",KOSDAQ,일반 교습 학원,교육,"미디어,교육"
화인베스틸,"69,885,750,000","29,550,000",KOSPI,1차 철강 제조업,철강금속,철강
이퓨쳐,"18,313,920,000","4,769,250",KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제","미디어,교육"
미원화학,"87,734,977,000","2,185,180",KOSPI,기타 화학제품 제조업,화학,화학
디엠티,"40,331,250,000","11,250,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT가전
시디즈,"85,800,000,000","2,000,000",KOSPI,가구 제조업,미분류,"건설,건축관련"
하림,"243,448,626,400","86,945,938",KOSDAQ,"도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
선진,"272,276,465,800","23,779,604",KOSPI,동물용 사료 및 조제식품 제조업,음식료품,필수소비재
쎄미시스코,"42,930,000,000","5,400,000",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
윈스,"136,595,111,900","12,088,063",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,소프트웨어
피엔티,"95,668,225,800","8,817,348",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",IT가전
넥스트아이,"168,119,860,725","68,480,595",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",디스플레이
제이씨케미칼,"66,153,060,000","19,343,000",KOSDAQ,기타 화학제품 제조업,화학,에너지
메리츠금융지주,"1,661,658,120,900","140,224,314",KOSPI,기타 금융업,기타금융업,보험
신진에스엠,"50,244,224,800","8,972,183",KOSDAQ,기타 금속 가공제품 제조업,금속,기계
오이솔루션,"111,449,260,800","7,739,532",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
엔에스쇼핑,"402,667,200,000","33,696,000",KOSPI,무점포 소매업,유통업,소매(유통)
에이씨티,"155,974,298,480","27,268,234",KOSDAQ,기타 화학제품 제조업,화학,"화장품,의류,완구"
코오롱플라스틱,"211,280,000,000","38,000,000",KOSPI,합성고무 및 플라스틱 물질 제조업,화학,화학
비즈니스온,"133,629,160,000","9,544,940",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
나이벡,"55,528,593,760","6,367,958",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
엘아이에스,"193,581,039,200","15,424,784",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
BNK금융지주,"2,568,369,738,480","325,935,246",KOSPI,기타 금융업,기타금융업,은행
데일리블록체인,"56,100,905,460","28,992,716",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
DGB금융지주,"1,483,408,955,410","169,145,833",KOSPI,기타 금융업,기타금융업,은행
이마트,"5,352,157,248,000","27,875,819",KOSPI,종합 소매업,유통업,소매(유통)
키네마스터,"21,471,747,660","7,016,911",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
서플러스글로벌,"106,895,320,000","36,988,000",KOSDAQ,기계장비 및 관련 물품 도매업,도매,반도체
메지온,"802,352,464,900","8,618,179",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
대창스틸,"54,000,000,000","20,000,000",KOSDAQ,1차 철강 제조업,금속,철강
알에스오토메이션,"94,217,499,000","9,103,140",KOSDAQ,전자부품 제조업,IT부품,기계
파크시스템스,"257,202,328,500","6,646,055",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",IT하드웨어
에이리츠,"18,085,472,280","3,675,909",KOSPI,부동산 임대 및 공급업,서비스업,미분류
비아트론,"129,627,397,000","12,114,710",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
포티스,"126,779,736,500","47,841,410",KOSDAQ,무점포 소매업,소매,소매(유통)
맥스로텍,"28,223,428,695","24,866,457",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
레고켐바이오,"631,156,967,200","10,589,882",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
유니트론텍,"44,445,476,250","9,931,950",KOSDAQ,자동차 부품 및 내장품 판매업,자동차판매,반도체
녹십자엠에스,"143,400,000,000","9,560,000",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
바이오리더스,"194,715,782,000","15,960,310",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
아이디스,"253,442,623,500","10,716,390",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
핸즈코퍼레이션,"138,613,119,120","21,863,268",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
사람인에이치알,"217,560,718,100","11,634,263",KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷,"상사,자본재"
영우디에스피,"25,120,599,960","12,194,466",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
녹십자랩셀,"525,064,186,500","10,554,054",KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",전문기술,건강관리
코오롱머티리얼,"108,450,000,000","45,000,000",KOSPI,화학섬유 제조업,화학,"화장품,의류,완구"
뉴파워프라즈마,"105,604,313,600","8,250,337",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",반도체
휴젤,"1,301,795,833,500","4,358,205",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
세화아이엠씨,"87,912,180,330","29,402,067",KOSPI,특수 목적용 기계 제조업,기계,자동차
케이탑리츠,"42,399,953,407","44,212,673",KOSPI,부동산 임대 및 공급업,서비스업,미분류
덴티움,"744,932,259,000","11,068,830",KOSPI,의료용 기기 제조업,의료정밀,건강관리
삼양사,"597,837,554,300","10,289,803",KOSPI,기타 식품 제조업,음식료품,필수소비재
마이크로프랜드,"47,445,112,410","10,819,866",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",반도체
제룡산업,"67,800,000,000","10,000,000",KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
비디아이,"66,771,922,500","7,920,750",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
알엔투테크놀로지,"58,352,845,240","6,328,942",KOSDAQ,전자부품 제조업,정보기기,IT하드웨어
아바텍,"91,459,950,000","15,607,500",KOSDAQ,전자부품 제조업,IT부품,디스플레이
하이로닉,"74,843,095,950","14,094,745",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
인트로메딕,"133,247,574,960","15,386,556",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
파수닷컴,"34,605,924,750","9,546,462",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
KG ETS,"114,480,000,000","36,000,000",KOSDAQ,폐기물 처리업,환경,유틸리티
나노스,"678,130,535,840","107,810,896",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
코리아오토글라스,"243,000,000,000","20,000,000",KOSPI,유리 및 유리제품 제조업,비금속광물,자동차
한국ANKOR유전,"128,486,700,000","70,020,000",KOSPI,신탁업 및 집합투자업,미분류,미분류
하이골드3호,"29,877,111,500","16,149,790",KOSPI,운송장비 임대업,서비스업,미분류
네이블커뮤니케이션즈,"24,324,302,150","6,530,014",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
우리이앤엘,"35,229,400,000","49,900,000",KOSDAQ,반도체 제조업,반도체,디스플레이
옵티팜,"164,209,329,900","14,217,258",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
아시아종묘,"56,214,787,900","9,215,539",KOSDAQ,작물 재배업,농업,건강관리
솔루에타,"48,406,776,930","12,086,586",KOSDAQ,전자부품 제조업,IT부품,자동차
와이엠씨,"162,391,530,540","19,974,358",KOSDAQ,전자부품 제조업,IT부품,디스플레이
DSR,"55,600,000,000","16,000,000",KOSPI,1차 비철금속 제조업,철강금속,"비철,목재등"
바다로19호,"43,320,011,400","15,200,004",KOSPI,운송장비 임대업,서비스업,미분류
엘앤케이바이오,"90,218,020,320","10,778,736",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
스타모빌리티,"35,384,915,430","8,662,158",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
제로투세븐,"157,256,192,600","20,032,636",KOSDAQ,생활용품 도매업,도매,"화장품,의류,완구"
스킨앤스킨,"64,627,256,015","102,746,035",KOSDAQ,기타 화학제품 제조업,반도체,"화장품,의류,완구"
NEW,"133,391,186,680","27,906,106",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
에스엔텍비엠,"70,647,940,650","11,755,065",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
싸이맥스,"78,581,864,420","10,576,294",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
애경유화,"255,358,800,000","32,040,000",KOSPI,기초 화학물질 제조업,화학,화학
한국타이어앤테크놀로지,"5,326,627,967,000","123,875,069",KOSPI,고무제품 제조업,화학,자동차
THE MIDONG,"38,961,795,450","13,791,786",KOSDAQ,영상 및 음향기기 제조업,정보기기,자동차
필옵틱스,"147,851,726,880","17,272,398",KOSDAQ,특수 목적용 기계 제조업,IT부품,디스플레이
한국콜마,"1,383,260,606,200","22,346,698",KOSPI,기타 화학제품 제조업,화학,"화장품,의류,완구"
동일고무벨트,"84,110,000,000","13,000,000",KOSPI,고무제품 제조업,화학,자동차
하나머티리얼즈,"261,344,046,400","19,216,474",KOSDAQ,반도체 제조업,반도체,반도체
코아스템,"207,470,208,000","15,717,440",KOSDAQ,의약품 제조업,제약,건강관리
내츄럴엔도텍,"306,887,456,700","20,665,822",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
한국패러랠,"204,851,200,000","80,020,000",KOSPI,신탁업 및 집합투자업,미분류,미분류
현대공업,"37,659,700,000","15,340,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
파이오링크,"29,276,529,100","6,856,330",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
동아에스티,"852,830,668,000","8,443,868",KOSPI,의약품 제조업,의약품,건강관리
엘티씨,"80,087,392,950","7,519,943",KOSDAQ,기초 화학물질 제조업,반도체,디스플레이
램테크놀러지,"40,279,173,900","11,426,716",KOSDAQ,기초 화학물질 제조업,반도체,반도체
선익시스템,"78,293,866,500","8,999,295",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
라이온켐텍,"156,167,950,750","15,386,005",KOSDAQ,기타 화학제품 제조업,화학,"건설,건축관련"
하이골드12호,"35,872,375,000","13,044,500",KOSPI,운송장비 임대업,서비스업,미분류
오파스넷,"36,998,039,380","4,025,902",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,소프트웨어
에프엔씨엔터,"103,714,433,600","14,364,880",KOSDAQ,창작 및 예술관련 서비스업,"오락,문화","미디어,교육"
장원테크,"59,180,550,000","6,045,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
앱클론,"314,239,900,000","7,109,500",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
인포마크,"36,282,080,000","3,628,208",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
아이큐어,"236,061,618,900","6,123,518",KOSDAQ,의약품 제조업,제약,"화장품,의류,완구"
JB금융지주,"1,126,742,153,680","196,982,894",KOSPI,기타 금융업,기타금융업,은행
에이치엔티,"44,160,249,000","13,402,200",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
베셀,"46,392,365,360","11,192,368",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
파버나인,"55,472,250,880","10,834,424",KOSDAQ,전자부품 제조업,일반전기전자,"비철,목재등"
서진시스템,"260,197,073,750","9,050,333",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
유테크,"53,026,209,900","17,105,229",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
SKC코오롱PI,"941,190,620,100","29,366,322",KOSDAQ,플라스틱제품 제조업,화학,화학
유티아이,"32,046,191,450","5,332,145",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
캔서롭,"134,725,665,280","18,922,144",KOSDAQ,기타 과학기술 서비스업,전문기술,건강관리
한진칼,"1,633,104,640,800","59,170,458",KOSPI,항공 여객 운송업,운수창고업,운송
이즈미디어,"41,213,835,000","7,045,100",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",IT하드웨어
엔에이치엔,"1,064,337,360,000","19,565,025",KOSPI,소프트웨어 개발 및 공급업,서비스업,소프트웨어
큐브엔터,"91,413,758,480","26,573,767",KOSDAQ,오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
엔케이맥스,"358,141,674,950","24,784,891",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
테라셈,"16,759,608,000","13,966,340",KOSDAQ,반도체 제조업,반도체,반도체
아세아시멘트,"411,007,849,500","3,895,809",KOSPI,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속광물,"건설,건축관련"
코미코,"188,223,750,000","8,775,000",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
엔지켐생명과학,"807,697,406,400","7,677,732",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
SGA솔루션즈,"47,297,611,710","33,905,098",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
아이진,"212,716,330,200","10,993,092",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
종근당,"1,017,561,308,000","9,879,236",KOSPI,의약품 제조업,의약품,건강관리
그린플러스,"25,891,596,800","2,814,304",KOSDAQ,1차 비철금속 제조업,금속,"비철,목재등"
디티앤씨,"83,660,918,460","9,854,054",KOSDAQ,기타 과학기술 서비스업,전문기술,IT하드웨어
신화콘텍,"30,076,500,425","10,143,845",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT가전
제노포커스,"157,283,146,650","20,999,085",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
나노,"48,538,036,525","23,851,615",KOSDAQ,기초 화학물질 제조업,화학,화학
디바이스이엔지,"58,460,840,000","6,782,000",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
인텔리안테크,"101,373,216,000","7,240,944",KOSDAQ,통신 및 방송 장비 제조업,일반전기전자,IT하드웨어
포시에스,"39,683,228,640","7,515,763",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
서전기전,"45,729,747,700","9,698,780",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,기계
흥국에프엔비,"52,783,882,290","7,341,291",KOSDAQ,비알코올음료 및 얼음 제조업,"음식료,담배",필수소비재
나무가,"61,568,859,000","3,430,020",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
육일씨엔에쓰,"31,834,274,800","9,363,022",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
테고사이언스,"343,979,408,400","8,074,634",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
더블유게임즈,"1,107,610,988,600","18,247,298",KOSPI,소프트웨어 개발 및 공급업,서비스업,소프트웨어
케이사인,"70,815,026,415","64,671,257",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
윈하이텍,"40,487,980,345","9,863,089",KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"건설,건축관련"
쿠쿠홀딩스,"1,038,415,802,000","7,112,437",KOSPI,기타 금융업,기타금융업,"화장품,의류,완구"
감마누,"9,969,806,400","24,435,800",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
슈피겐코리아,"267,303,609,000","6,216,363",KOSDAQ,그외 기타 제품 제조업,IT부품,IT하드웨어
코스맥스,"1,281,312,397,500","10,049,509",KOSPI,기타 화학제품 제조업,화학,"화장품,의류,완구"
와이제이엠게임즈,"91,045,007,025","45,636,595",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
제이에스코퍼레이션,"172,696,032,950","13,335,601",KOSPI,"가죽, 가방 및 유사제품 제조업",미분류,"화장품,의류,완구"
데브시스터즈,"105,970,257,800","11,201,930",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
파티게임즈,"13,125,755,600","24,488,350",KOSPI,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
노바렉스,"169,720,499,000","9,003,740",KOSDAQ,기타 식품 제조업,"음식료,담배",건강관리
퓨전,"75,506,085,000","8,408,250",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
해성디에스,"268,600,000,000","17,000,000",KOSPI,전자부품 제조업,전기전자,반도체
에이비프로바이오,"52,244,860,632","79,885,108",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
알테오젠,"391,940,130,000","12,643,230",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
애니젠,"71,480,351,250","5,016,165",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
디오스텍,"111,078,726,400","86,780,255",KOSDAQ,사진장비 및 광학기기 제조업,"의료,정밀기기",IT하드웨어
디에이테크놀로지,"52,919,787,360","10,458,456",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",IT가전
웹스,"27,259,967,240","13,698,476",KOSDAQ,합성고무 및 플라스틱 물질 제조업,화학,화학
디지캡,"14,954,272,025","3,531,115",KOSDAQ,소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
고려시멘트,"75,952,405,000","31,979,960",KOSDAQ,"시멘트, 석회, 플라스터 및 그 제품 제조업",비금속,"건설,건축관련"
콜마비앤에이치,"605,642,939,000","29,543,558",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
텔콘RF제약,"776,879,502,720","78,314,466",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
하이셈,"83,555,516,800","17,553,680",KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",반도체,반도체
휴메딕스,"240,237,252,100","9,347,753",KOSDAQ,의약품 제조업,제약,건강관리
에이디테크놀로지,"124,449,877,550","9,252,779",KOSDAQ,반도체 제조업,반도체,반도체
비씨월드제약,"185,792,977,600","8,008,318",KOSDAQ,의약품 제조업,제약,건강관리
서연이화,"107,573,179,260","27,028,437",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
미투온,"194,110,751,700","31,257,770",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
유니온커뮤니티,"38,165,418,200","14,679,007",KOSDAQ,통신 및 방송 장비 제조업,일반전기전자,IT하드웨어
드림시큐리티,"133,734,491,190","35,805,754",KOSDAQ,소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
프로스테믹스,"283,592,606,250","45,374,817",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
그리티,"98,017,246,950","10,073,715",KOSDAQ,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
모두투어리츠,"25,084,942,075","7,826,815",KOSPI,부동산 임대 및 공급업,서비스업,미분류
만도,"1,319,495,072,000","46,957,120",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
글로벌텍스프리,"123,172,792,410","19,458,577",KOSDAQ,금융 지원 서비스업,금융서비스,은행
화이브라더스코리아,"96,141,276,000","28,613,475",KOSDAQ,창작 및 예술관련 서비스업,"오락,문화","미디어,교육"
지엘팜텍,"140,886,873,850","35,667,563",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
엑셈,"97,586,877,470","33,249,362",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
휴마시스,"45,190,134,670","27,724,009",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
액션스퀘어,"81,575,281,480","26,485,481",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
엔터메이트,"98,339,310,675","44,197,443",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
덱스터,"135,752,784,790","24,637,529",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
바디텍메드,"283,361,768,800","23,418,328",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
유바이오로직스,"135,293,400,100","25,288,486",KOSDAQ,의약품 제조업,제약,건강관리
미스터블루,"62,232,760,200","24,405,004",KOSDAQ,기타 정보 서비스업,디지털컨텐츠,"미디어,교육"
삼성바이오로직스,"22,132,192,500,000","66,165,000",KOSPI,기초 의약물질 및 생물학적 제제 제조업,의약품,건강관리
정다운,"57,175,559,840","20,529,824",KOSDAQ,"도축, 육류 가공 및 저장 처리업","음식료,담배",필수소비재
지란지교시큐리티,"50,513,212,260","36,210,188",KOSDAQ,소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
셀바스헬스케어,"51,799,459,740","13,147,071",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
썸에이지,"109,080,667,410","76,280,187",KOSDAQ,소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
바이오로그디바이스,"43,002,345,360","27,565,606",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
엔지스테크널러지,"63,606,841,200","9,381,540",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
디와이파워,"155,688,082,800","11,041,708",KOSPI,특수 목적용 기계 제조업,기계,기계
SK디앤디,"422,453,250,000","16,155,000",KOSPI,부동산 임대 및 공급업,서비스업,은행
AP위성,"106,304,812,320","15,014,804",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
네오오토,"31,736,100,890","7,874,963",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
미래테크놀로지,"50,802,540,400","6,120,788",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
덕산네오룩스,"327,736,663,800","24,010,012",KOSDAQ,전자부품 제조업,반도체,디스플레이
한솔제지,"420,080,166,400","23,800,576",KOSPI,"펄프, 종이 및 판지 제조업",종이목재,"비철,목재등"
클래시스,"288,174,808,050","61,973,077",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
민앤지,"236,543,897,200","11,886,628",KOSDAQ,기타 정보 서비스업,소프트웨어,소프트웨어
퓨쳐스트림네트웍스,"136,901,067,975","86,921,313",KOSDAQ,소프트웨어 개발 및 공급업,"출판,매체복제",소프트웨어
세미콘라이트,"81,349,149,090","65,340,682",KOSDAQ,반도체 제조업,반도체,디스플레이
이노션,"1,138,000,000,000","20,000,000",KOSPI,광고업,서비스업,"미디어,교육"
