,종목코드,종목명,시가총액_label,주식수_label,btin,SIC,GICS
1431,234920,자이글,875억원,"1,353만주",가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
1432,236200,슈프리마,"1,525억원",708만주,통신 및 방송 장비 제조업,일반전기전자,IT하드웨어
1433,237690,에스티팜,"4,067억원","1,865만주",의약품 제조업,제약,건강관리
1434,237750,피앤씨테크,569억원,649만주,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,기계
1435,237880,클리오,"1,975억원","1,695만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1436,238090,앤디포스,"2,991억원","1,506만주",플라스틱제품 제조업,비금속,IT하드웨어
1437,239610,에이치엘사이언스,"1,997억원",514만주,기타 식품 제조업,"음식료,담배",건강관리
1438,240810,원익IPS,"8,068억원","4,127만주",특수 목적용 기계 제조업,반도체,반도체
1439,241520,DSC인베스트먼트,843억원,"1,750만주",신탁업 및 집합투자업,금융,은행
1440,241560,두산밥캣,"37,092억원","10,024만주",일반 목적용 기계 제조업,기계,기계
1441,241690,유니테크노,"1,818억원","1,192만주",자동차 신품 부품 제조업,"운송장비,부품",자동차
1442,241710,코스메카코리아,"3,625억원","1,068만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1443,241770,메카로,"1,601억원",998만주,기타 화학제품 제조업,반도체,반도체
1444,241790,오션브릿지,733억원,912만주,특수 목적용 기계 제조업,반도체,반도체
1445,241820,피씨엘,833억원,894만주,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1446,243840,신흥에스이씨,"2,633억원",655만주,일차전지 및 축전지 제조업,IT부품,IT가전
1447,245620,EDGC,"2,163억원","3,617만주",자연과학 및 공학 연구개발업,"연구,개발",건강관리
1448,246720,아스타,"1,024억원","1,148만주",의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1449,248170,샘표식품,"1,327억원",456만주,기타 식품 제조업,음식료품,필수소비재
1450,249420,일동제약,"4,544억원","2,159만주",의약품 제조업,의약품,건강관리
1451,250000,보라티알,466억원,675만주,음·식료품 및 담배 도매업,도매,필수소비재
1452,250060,모비스,"1,513억원","3,217만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",소프트웨어,IT하드웨어
1453,251270,넷마블,"104,447억원","8,526만주",소프트웨어 개발 및 공급업,서비스업,소프트웨어
1454,251370,와이엠티,"1,203억원",740만주,기초 화학물질 제조업,화학,IT하드웨어
1455,251630,브이원텍,"1,803억원",751만주,특수 목적용 기계 제조업,"기계,장비",디스플레이
1456,252500,세화피앤씨,916억원,"2,074만주",기타 화학제품 제조업,화학,"화장품,의류,완구"
1457,253450,스튜디오드래곤,"29,719억원","2,803만주","영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
1458,255220,SG,"1,114억원","1,250만주",기타 비금속 광물제품 제조업,비금속,"건설,건축관련"
1459,255440,야스,"2,219억원","1,305만주",특수 목적용 기계 제조업,IT부품,디스플레이
1460,256940,케이피에스,357억원,427만주,특수 목적용 기계 제조업,반도체,디스플레이
1461,257370,명성티엔에스,"1,229억원",637만주,특수 목적용 기계 제조업,IT부품,IT가전
1462,258610,이더블유케이,306억원,738만주,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,기계
1463,258830,세종메디칼,874억원,677만주,의료용 기기 제조업,"의료,정밀기기",건강관리
1464,259630,엠플러스,838억원,511만주,특수 목적용 기계 제조업,"기계,장비",IT가전
1465,260660,알리코제약,"1,271억원",959만주,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
1466,263540,샘코,361억원,793만주,"항공기,우주선 및 부품 제조업","운송장비,부품","상사,자본재"
1467,263600,덕우전자,772억원,811만주,전자부품 제조업,일반전기전자,IT하드웨어
1468,263700,케어랩스,"1,320억원",616만주,소프트웨어 개발 및 공급업,소프트웨어,건강관리
1469,263720,디앤씨미디어,"1,836억원","1,204만주","서적, 잡지 및 기타 인쇄물 출판업",디지털컨텐츠,"미디어,교육"
1470,263750,펄어비스,"24,397억원","1,294만주",소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
1471,263770,유에스티,"1,414억원","2,370만주",1차 철강 제조업,금속,철강
1472,263800,데이타솔루션,444억원,"1,571만주",기계장비 및 관련 물품 도매업,정보기기,소프트웨어
1473,263810,상신전자,301억원,405만주,전자부품 제조업,일반전기전자,IT하드웨어
1474,263860,지니언스,439억원,944만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1475,264450,유비쿼스,"1,739억원",512만주,통신 및 방송 장비 제조업,통신장비,IT하드웨어
1476,264660,씨앤지하이테크,434억원,420만주,특수 목적용 기계 제조업,반도체,반도체
1477,264900,크라운제과,"1,296억원","1,252만주",기타 식품 제조업,음식료품,필수소비재
1478,265520,AP시스템,"3,595억원","1,409만주",특수 목적용 기계 제조업,반도체,디스플레이
1479,265560,영화테크,443억원,534만주,자동차 신품 부품 제조업,"운송장비,부품",자동차
1480,267290,경동도시가스,"1,641억원",471만주,연료용 가스 제조 및 배관공급업,전기가스업,유틸리티
1481,267790,배럴,865억원,776만주,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
1482,267980,매일유업,"5,647억원",784만주,낙농제품 및 식용빙과류 제조업,"음식료,담배",필수소비재
1483,268280,미원에스씨,"3,372억원",520만주,기초 화학물질 제조업,화학,화학
1484,269620,시스웍,394억원,"1,800만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","의료,정밀기기",반도체
1485,271560,오리온,"40,522억원","3,953만주",기타 식품 제조업,음식료품,필수소비재
1486,271980,제일약품,"7,528억원","1,470만주",의약품 제조업,의약품,건강관리
1487,272290,이녹스첨단소재,"3,565억원",896만주,전자부품 제조업,IT부품,IT하드웨어
1488,272450,진에어,"6,345억원","3,000만주",항공 여객 운송업,운수창고업,운송
1489,272550,삼양패키징,"2,202억원","1,420만주",플라스틱제품 제조업,화학,"비철,목재등"
1490,275630,에스에스알,588억원,566만주,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
1491,277070,린드먼아시아,723억원,"1,350만주",신탁업 및 집합투자업,금융,은행
1492,277410,인산가,440억원,"2,354만주",기타 식품 제조업,"음식료,담배",필수소비재
1493,280360,롯데제과,"6,355억원",420만주,기타 식품 제조업,음식료품,필수소비재
1494,281820,케이씨텍,"2,212억원","1,983만주","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",의료정밀,반도체
1495,282330,BGF리테일,"31,024억원","1,728만주",종합 소매업,유통업,소매(유통)
1496,282690,동아타이어,"1,826억원","1,373만주",고무제품 제조업,화학,자동차
1497,284740,쿠쿠홈시스,"7,740억원",448만주,개인 및 가정용품 임대업,서비스업,"화장품,의류,완구"
1498,285130,SK케미칼,"8,140억원","1,157만주",합성고무 및 플라스틱 물질 제조업,화학,화학
1499,286940,롯데정보통신,"4,842억원","1,428만주","컴퓨터 프로그래밍, 시스템 통합 및 관리업",서비스업,소프트웨어
1500,290380,대유,"1,937억원",905만주,"비료, 농약 및 살균, 살충제 제조업",화학,화학
1501,290720,푸드나무,"1,582억원",680만주,무점포 소매업,소매,필수소비재
1502,290740,액트로,647억원,500만주,전자부품 제조업,IT부품,IT하드웨어
1503,293480,하나제약,"3,734억원","1,620만주",의약품 제조업,의약품,건강관리
1504,294870,HDC현대산업개발,"18,585억원","4,393만주",건물 건설업,건설업,"건설,건축관련"
1505,306200,세아제강,"1,667억원",283만주,1차 철강 제조업,철강금속,철강
1506,353200,대덕전자,"4,133억원","4,879만주",전자부품 제조업,전기전자,IT하드웨어
1507,353810,이지바이오,"3,400억원","5,792만주",동물용 사료 및 조제식품 제조업,"음식료,담배",필수소비재
1508,357780,솔브레인,"8,603억원","1,739만주",기타 화학제품 제조업,화학,반도체
1509,383220,F&F,"8,177억원","1,540만주",봉제의복 제조업,섬유의복,"화장품,의류,완구"
1510,900070,글로벌에스엠,453억원,"5,374만주",기타 금융업,미분류,자동차
1511,900110,이스트아시아홀딩스,323억원,"10,900만주",기타 금융업,미분류,"화장품,의류,완구"
1512,900120,씨케이에이치,469억원,"11,040만주",기타 금융업,미분류,건강관리
1513,900250,크리스탈신소재,989억원,"6,778만주",기타 금융업,미분류,화학
1514,900260,로스웰,"1,053억원","9,078만주",기타 금융업,미분류,자동차
1515,900280,골든센츄리,867억원,"9,340만주",기타 금융업,미분류,자동차
1516,900290,GRT,"1,394억원","6,737만주",기타 금융업,미분류,디스플레이
1517,900300,오가닉티코스메틱,"1,741억원","5,692만주",기타 금융업,미분류,"화장품,의류,완구"
1518,900310,컬러레이,"1,082억원","5,400만주",회사 본부 및 경영 컨설팅 서비스업,미분류,"화장품,의류,완구"
1519,950110,SBI핀테크솔루션즈,"2,810억원","2,465만주",소프트웨어 개발 및 공급업,미분류,소프트웨어
1520,950130,엑세스바이오,"1,128억원","2,706만주",의료용품 및 기타 의약 관련제품 제조업,미분류,건강관리
1521,950140,잉글우드랩,"1,547억원","1,986만주",기타 화학제품 제조업,미분류,"화장품,의류,완구"
1522,950160,코오롱티슈진,"27,284억원","6,097만주",기초 의약물질 및 생물학적 제제 제조업,미분류,소매(유통)
1523,950170,JTC,"2,572억원","3,500만주",종합 소매업,미분류,소매(유통)
