,quarter,시장구분,종목명,btin
28412,1,KOSPI,금강공업,1차 철강 제조업
28415,2,KOSPI,금강공업,1차 철강 제조업
28418,4,KOSPI,금강공업,1차 철강 제조업
28427,1,KOSPI,영보화학,플라스틱제품 제조업
28428,2,KOSPI,영보화학,플라스틱제품 제조업
28429,4,KOSPI,영보화학,플라스틱제품 제조업
28430,4,KOSDAQ,부방,기타 금융업
28443,3,KOSDAQ,부방,기타 금융업
28592,2,KOSDAQ,부방,기타 금융업
28596,1,KOSDAQ,부방,기타 금융업
28605,4,KOSPI,극동유화,석유 정제품 제조업
28606,2,KOSPI,극동유화,석유 정제품 제조업
28607,1,KOSPI,극동유화,석유 정제품 제조업
28608,4,KOSDAQ,고려제약,의약품 제조업
28641,3,KOSDAQ,성광벤드,1차 철강 제조업
28642,3,KOSPI,동원시스템즈,플라스틱제품 제조업
28650,1,KOSPI,동원시스템즈,플라스틱제품 제조업
28654,2,KOSPI,동원시스템즈,플라스틱제품 제조업
28730,3,KOSPI,유니드,기초 화학물질 제조업
28731,2,KOSPI,유니드,기초 화학물질 제조업
28761,1,KOSPI,유니드,기초 화학물질 제조업
28796,4,KOSPI,유니드,기초 화학물질 제조업
28859,1,KOSPI,성문전자,전자부품 제조업
28864,4,KOSPI,성문전자,전자부품 제조업
28867,2,KOSDAQ,삼륭물산,"골판지, 종이 상자 및 종이용기 제조업"
28869,1,KOSDAQ,삼륭물산,"골판지, 종이 상자 및 종이용기 제조업"
28870,3,KOSDAQ,삼륭물산,"골판지, 종이 상자 및 종이용기 제조업"
28871,3,KOSPI,인디에프,봉제의복 제조업
28872,2,KOSPI,인디에프,봉제의복 제조업
28874,1,KOSPI,인디에프,봉제의복 제조업
28878,1,KOSPI,이스타코,부동산 임대 및 공급업
28879,2,KOSPI,이스타코,부동산 임대 및 공급업
28880,4,KOSPI,이스타코,부동산 임대 및 공급업
28881,3,KOSPI,이스타코,부동산 임대 및 공급업
28921,2,KOSPI,대창단조,자동차 신품 부품 제조업
28923,1,KOSPI,대창단조,자동차 신품 부품 제조업
28924,4,KOSPI,에이엔피,전자부품 제조업
28925,2,KOSPI,에이엔피,전자부품 제조업
28926,3,KOSPI,에이엔피,전자부품 제조업
28940,1,KOSPI,에이엔피,전자부품 제조업
28947,2,KOSPI,예스코홀딩스,기타 금융업
28948,1,KOSPI,예스코홀딩스,기타 금융업
28960,3,KOSPI,예스코홀딩스,기타 금융업
28961,4,KOSPI,예스코홀딩스,기타 금융업
28967,1,KOSPI,큐로,일반 목적용 기계 제조업
28971,4,KOSPI,큐로,일반 목적용 기계 제조업
28974,2,KOSDAQ,코콤,통신 및 방송 장비 제조업
28979,1,KOSDAQ,코콤,통신 및 방송 장비 제조업
28985,3,KOSDAQ,코콤,통신 및 방송 장비 제조업
29030,4,KOSDAQ,코콤,통신 및 방송 장비 제조업
29248,3,KOSDAQ,성우하이텍,자동차 신품 부품 제조업
29249,4,KOSDAQ,성우하이텍,자동차 신품 부품 제조업
29250,2,KOSPI,일진홀딩스,기타 금융업
29251,3,KOSPI,일진홀딩스,기타 금융업
29260,1,KOSPI,일진홀딩스,기타 금융업
29266,4,KOSPI,일진홀딩스,기타 금융업
29271,3,KOSPI,태경산업,기초 화학물질 제조업
29273,4,KOSPI,태경산업,기초 화학물질 제조업
29275,2,KOSPI,태경산업,기초 화학물질 제조업
29276,1,KOSPI,태경산업,기초 화학물질 제조업
29279,1,KOSPI,대현,봉제의복 제조업
29280,2,KOSPI,대현,봉제의복 제조업
29281,4,KOSPI,대현,봉제의복 제조업
29283,3,KOSDAQ,리더스코스메틱,기타 화학제품 제조업
29284,2,KOSDAQ,리더스코스메틱,기타 화학제품 제조업
29288,1,KOSDAQ,리더스코스메틱,기타 화학제품 제조업
29289,3,KOSPI,삼성증권,금융 지원 서비스업
29290,4,KOSPI,삼성증권,금융 지원 서비스업
29291,4,KOSPI,신대양제지,"골판지, 종이 상자 및 종이용기 제조업"
29293,3,KOSPI,신대양제지,"골판지, 종이 상자 및 종이용기 제조업"
29294,2,KOSPI,신대양제지,"골판지, 종이 상자 및 종이용기 제조업"
29295,1,KOSPI,신대양제지,"골판지, 종이 상자 및 종이용기 제조업"
29296,4,KOSDAQ,큐캐피탈,기타 금융업
29297,1,KOSDAQ,큐캐피탈,기타 금융업
29298,3,KOSDAQ,큐캐피탈,기타 금융업
29337,2,KOSDAQ,큐캐피탈,기타 금융업
29338,3,KOSPI,DB금융투자,금융 지원 서비스업
29361,2,KOSPI,DB금융투자,금융 지원 서비스업
29364,1,KOSPI,DB금융투자,금융 지원 서비스업
29386,4,KOSPI,DB금융투자,금융 지원 서비스업
29613,4,KOSPI,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업
29618,2,KOSPI,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업
29623,3,KOSPI,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업
29635,1,KOSPI,대성홀딩스,회사 본부 및 경영 컨설팅 서비스업
29664,3,KOSPI,두올,자동차 신품 부품 제조업
29675,4,KOSPI,두올,자동차 신품 부품 제조업
29706,2,KOSPI,두올,자동차 신품 부품 제조업
29717,1,KOSPI,두올,자동차 신품 부품 제조업
29726,3,KOSPI,퍼시스,가구 제조업
29764,3,KOSPI,웅진,기타 금융업
29770,2,KOSPI,웅진,기타 금융업
29771,4,KOSPI,웅진,기타 금융업
29782,1,KOSPI,웅진,기타 금융업
29792,1,KOSDAQ,카스,기계장비 및 관련 물품 도매업
29793,4,KOSDAQ,카스,기계장비 및 관련 물품 도매업
29794,2,KOSDAQ,카스,기계장비 및 관련 물품 도매업
29804,4,KOSDAQ,신원종합개발,건물 건설업
29805,2,KOSDAQ,신원종합개발,건물 건설업
29819,1,KOSDAQ,신원종합개발,건물 건설업
29821,1,KOSPI,광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
29822,2,KOSPI,광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
29825,4,KOSPI,광명전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
29827,4,KOSPI,명문제약,의약품 제조업
29829,3,KOSPI,명문제약,의약품 제조업
29838,1,KOSPI,명문제약,의약품 제조업
29839,2,KOSPI,명문제약,의약품 제조업
29841,4,KOSDAQ,인터엠,영상 및 음향기기 제조업
29842,1,KOSDAQ,인터엠,영상 및 음향기기 제조업
29846,2,KOSDAQ,인터엠,영상 및 음향기기 제조업
29851,2,KOSPI,우신시스템,특수 목적용 기계 제조업
29852,1,KOSPI,우신시스템,특수 목적용 기계 제조업
29856,3,KOSPI,우신시스템,특수 목적용 기계 제조업
29868,4,KOSPI,우신시스템,특수 목적용 기계 제조업
29885,3,KOSDAQ,삼현철강,1차 철강 제조업
29886,2,KOSDAQ,삼현철강,1차 철강 제조업
29887,1,KOSDAQ,삼현철강,1차 철강 제조업
29888,1,KOSDAQ,세명전기,기타 금속 가공제품 제조업
29889,3,KOSDAQ,세명전기,기타 금속 가공제품 제조업
29890,2,KOSDAQ,세명전기,기타 금속 가공제품 제조업
29892,4,KOSDAQ,세명전기,기타 금속 가공제품 제조업
29898,2,KOSPI,수산중공업,특수 목적용 기계 제조업
30164,3,KOSPI,수산중공업,특수 목적용 기계 제조업
30166,4,KOSPI,수산중공업,특수 목적용 기계 제조업
30209,2,KOSPI,SK텔레콤,전기 통신업
30213,3,KOSPI,SK텔레콤,전기 통신업
30214,1,KOSPI,SK텔레콤,전기 통신업
30216,3,KOSPI,풀무원,기타 식품 제조업
30278,4,KOSPI,광전자,반도체 제조업
30282,3,KOSPI,광전자,반도체 제조업
30287,2,KOSPI,광전자,반도체 제조업
30289,1,KOSPI,광전자,반도체 제조업
30330,2,KOSPI,E1,기타 전문 도매업
30337,4,KOSPI,E1,기타 전문 도매업
30383,1,KOSPI,E1,기타 전문 도매업
30599,3,KOSPI,E1,기타 전문 도매업
30664,3,KOSDAQ,유니슨,일반 목적용 기계 제조업
30673,2,KOSDAQ,유니슨,일반 목적용 기계 제조업
30679,1,KOSDAQ,유니슨,일반 목적용 기계 제조업
30704,4,KOSDAQ,유니슨,일반 목적용 기계 제조업
30710,3,KOSDAQ,진로발효,알코올음료 제조업
30711,2,KOSDAQ,진로발효,알코올음료 제조업
30712,4,KOSDAQ,진로발효,알코올음료 제조업
30716,2,KOSPI,애경산업,기타 화학제품 제조업
30719,4,KOSPI,애경산업,기타 화학제품 제조업
30720,3,KOSPI,애경산업,기타 화학제품 제조업
30746,4,KOSPI,삼성에스디에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
30759,3,KOSPI,삼성에스디에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
30783,2,KOSPI,삼성에스디에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
30784,1,KOSPI,삼성에스디에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
30840,4,KOSDAQ,삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업"
30843,2,KOSDAQ,삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업"
30844,3,KOSDAQ,삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업"
30847,1,KOSDAQ,삼목에스폼,"구조용 금속제품, 탱크 및 증기발생기 제조업"
30848,2,KOSPI,조일알미늄,1차 비철금속 제조업
30849,1,KOSPI,조일알미늄,1차 비철금속 제조업
30852,3,KOSPI,동원금속,자동차 신품 부품 제조업
30854,4,KOSPI,동원금속,자동차 신품 부품 제조업
30858,1,KOSDAQ,우진비앤지,의약품 제조업
30860,4,KOSDAQ,우진비앤지,의약품 제조업
30867,3,KOSDAQ,우진비앤지,의약품 제조업
30884,2,KOSPI,SK가스,기타 전문 도매업
30885,1,KOSPI,SK가스,기타 전문 도매업
30886,4,KOSPI,SK가스,기타 전문 도매업
30891,3,KOSPI,SK가스,기타 전문 도매업
30893,1,KOSDAQ,서울제약,의약품 제조업
30894,4,KOSDAQ,서울제약,의약품 제조업
30897,3,KOSDAQ,서울제약,의약품 제조업
30900,2,KOSDAQ,서울제약,의약품 제조업
30907,2,KOSDAQ,바른손,"영화, 비디오물, 방송프로그램 제작 및 배급업"
30908,3,KOSDAQ,바른손,"영화, 비디오물, 방송프로그램 제작 및 배급업"
30912,4,KOSDAQ,바른손,"영화, 비디오물, 방송프로그램 제작 및 배급업"
30915,1,KOSDAQ,바른손,"영화, 비디오물, 방송프로그램 제작 및 배급업"
30929,4,KOSPI,신풍제약,의약품 제조업
30935,3,KOSPI,신풍제약,의약품 제조업
30945,1,KOSPI,신풍제약,의약품 제조업
30948,2,KOSPI,신풍제약,의약품 제조업
30968,4,KOSPI,티에이치엔,기타 전기장비 제조업
30973,1,KOSPI,티에이치엔,기타 전기장비 제조업
30980,2,KOSPI,티에이치엔,기타 전기장비 제조업
30986,3,KOSPI,티에이치엔,기타 전기장비 제조업
30991,1,KOSDAQ,와이지-원,기타 금속 가공제품 제조업
30993,4,KOSDAQ,와이지-원,기타 금속 가공제품 제조업
30994,3,KOSDAQ,와이지-원,기타 금속 가공제품 제조업
30999,4,KOSPI,세아특수강,1차 철강 제조업
31000,3,KOSPI,세아특수강,1차 철강 제조업
31008,2,KOSPI,세아특수강,1차 철강 제조업
31016,1,KOSPI,세아특수강,1차 철강 제조업
31017,1,KOSDAQ,일지테크,자동차 신품 부품 제조업
31019,2,KOSDAQ,일지테크,자동차 신품 부품 제조업
31029,3,KOSDAQ,일지테크,자동차 신품 부품 제조업
31038,4,KOSDAQ,SBI인베스트먼트,신탁업 및 집합투자업
31040,1,KOSDAQ,SBI인베스트먼트,신탁업 및 집합투자업
31046,2,KOSDAQ,SBI인베스트먼트,신탁업 및 집합투자업
31047,3,KOSDAQ,SBI인베스트먼트,신탁업 및 집합투자업
31064,3,KOSDAQ,글로본,상품 종합 도매업
31066,4,KOSDAQ,글로본,상품 종합 도매업
31068,1,KOSDAQ,글로본,상품 종합 도매업
31069,2,KOSDAQ,글로본,상품 종합 도매업
31084,3,KOSPI,대교,초등 교육기관
31112,2,KOSPI,대교,초등 교육기관
31113,1,KOSPI,대교,초등 교육기관
31125,4,KOSDAQ,서연탑메탈,특수 목적용 기계 제조업
31130,2,KOSDAQ,서연탑메탈,특수 목적용 기계 제조업
31131,1,KOSDAQ,서연탑메탈,특수 목적용 기계 제조업
31138,3,KOSDAQ,에너토크,일반 목적용 기계 제조업
31139,4,KOSDAQ,에너토크,일반 목적용 기계 제조업
31140,1,KOSDAQ,에너토크,일반 목적용 기계 제조업
31148,2,KOSDAQ,에너토크,일반 목적용 기계 제조업
31169,2,KOSPI,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
31172,1,KOSPI,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
31179,4,KOSPI,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
31181,3,KOSPI,키다리스튜디오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
31200,4,KOSPI,일진머티리얼즈,전자부품 제조업
31201,2,KOSPI,일진머티리얼즈,전자부품 제조업
31208,1,KOSPI,일진머티리얼즈,전자부품 제조업
31213,2,KOSDAQ,대신정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
31214,3,KOSDAQ,대신정보통신,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
31222,1,KOSPI,아시아나항공,항공 여객 운송업
31225,2,KOSPI,아시아나항공,항공 여객 운송업
31227,3,KOSPI,아시아나항공,항공 여객 운송업
31232,3,KOSDAQ,시공테크,전문디자인업
31247,2,KOSDAQ,시공테크,전문디자인업
31257,1,KOSDAQ,시공테크,전문디자인업
31282,4,KOSDAQ,시공테크,전문디자인업
31312,3,KOSPI,일진디스플,반도체 제조업
31317,2,KOSPI,일진디스플,반도체 제조업
31323,1,KOSPI,일진디스플,반도체 제조업
31324,4,KOSPI,일진디스플,반도체 제조업
31345,4,KOSPI,서원,금속 주조업
31348,3,KOSPI,서원,금속 주조업
31350,3,KOSDAQ,에이티넘인베스트,신탁업 및 집합투자업
31353,2,KOSDAQ,에이티넘인베스트,신탁업 및 집합투자업
31364,1,KOSDAQ,에이티넘인베스트,신탁업 및 집합투자업
31374,4,KOSDAQ,에이티넘인베스트,신탁업 및 집합투자업
31385,1,KOSPI,코웨이,그외 기타 개인 서비스업
31386,4,KOSPI,코웨이,그외 기타 개인 서비스업
31398,2,KOSPI,코웨이,그외 기타 개인 서비스업
31402,3,KOSDAQ,KCC건설,건물 건설업
31409,4,KOSDAQ,KCC건설,건물 건설업
31426,3,KOSDAQ,메이슨캐피탈,기타 금융업
31467,4,KOSDAQ,메이슨캐피탈,기타 금융업
31494,2,KOSDAQ,포스코 ICT,"건축기술, 엔지니어링 및 관련 기술 서비스업"
31495,4,KOSDAQ,포스코 ICT,"건축기술, 엔지니어링 및 관련 기술 서비스업"
31506,1,KOSDAQ,포스코 ICT,"건축기술, 엔지니어링 및 관련 기술 서비스업"
31512,3,KOSDAQ,포스코 ICT,"건축기술, 엔지니어링 및 관련 기술 서비스업"
31525,1,KOSDAQ,정산애강,플라스틱제품 제조업
31526,2,KOSDAQ,정산애강,플라스틱제품 제조업
31529,3,KOSDAQ,정산애강,플라스틱제품 제조업
31539,1,KOSPI,삼원강재,자동차 신품 부품 제조업
31541,2,KOSPI,삼원강재,자동차 신품 부품 제조업
31544,4,KOSPI,삼원강재,자동차 신품 부품 제조업
31546,1,KOSPI,MH에탄올,알코올음료 제조업
31547,2,KOSPI,MH에탄올,알코올음료 제조업
31548,4,KOSPI,MH에탄올,알코올음료 제조업
31549,2,KOSDAQ,태광,1차 철강 제조업
31628,3,KOSDAQ,태광,1차 철강 제조업
31629,4,KOSDAQ,태광,1차 철강 제조업
31923,3,KOSDAQ,유진기업,"시멘트, 석회, 플라스터 및 그 제품 제조업"
31936,1,KOSDAQ,유진기업,"시멘트, 석회, 플라스터 및 그 제품 제조업"
31939,1,KOSDAQ,제일제강,1차 철강 제조업
31940,2,KOSDAQ,제일제강,1차 철강 제조업
31946,1,KOSPI,동남합성,기초 화학물질 제조업
31947,2,KOSPI,동남합성,기초 화학물질 제조업
31948,2,KOSDAQ,CNH,신탁업 및 집합투자업
31949,3,KOSDAQ,CNH,신탁업 및 집합투자업
31995,1,KOSDAQ,CNH,신탁업 및 집합투자업
32157,4,KOSDAQ,CNH,신탁업 및 집합투자업
32600,3,KOSPI,롯데쇼핑,종합 소매업
32601,4,KOSPI,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
32639,3,KOSPI,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
32704,2,KOSPI,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
32706,1,KOSPI,다우기술,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
32754,1,KOSDAQ,플레이위드,소프트웨어 개발 및 공급업
32755,2,KOSDAQ,플레이위드,소프트웨어 개발 및 공급업
32790,4,KOSDAQ,플레이위드,소프트웨어 개발 및 공급업
32805,3,KOSDAQ,플레이위드,소프트웨어 개발 및 공급업
32858,3,KOSDAQ,동일철강,1차 철강 제조업
32859,4,KOSDAQ,동일철강,1차 철강 제조업
32861,2,KOSPI,인지컨트롤스,자동차 신품 부품 제조업
32863,1,KOSPI,인지컨트롤스,자동차 신품 부품 제조업
32864,4,KOSPI,인팩,자동차 신품 부품 제조업
32868,3,KOSPI,인팩,자동차 신품 부품 제조업
32871,4,KOSDAQ,풍국주정,알코올음료 제조업
32873,3,KOSDAQ,풍국주정,알코올음료 제조업
32875,2,KOSDAQ,풍국주정,알코올음료 제조업
32876,1,KOSDAQ,풍국주정,알코올음료 제조업
32885,4,KOSPI,에쓰씨엔지니어링,토목 건설업
32886,2,KOSPI,에쓰씨엔지니어링,토목 건설업
32890,1,KOSPI,에쓰씨엔지니어링,토목 건설업
32898,2,KOSPI,WISCOM,플라스틱제품 제조업
32899,1,KOSPI,WISCOM,플라스틱제품 제조업
32902,3,KOSPI,WISCOM,플라스틱제품 제조업
32905,4,KOSPI,WISCOM,플라스틱제품 제조업
32911,1,KOSPI,디씨엠,1차 철강 제조업
32913,4,KOSPI,기업은행,은행 및 저축기관
32944,2,KOSPI,기업은행,은행 및 저축기관
32945,3,KOSPI,기업은행,은행 및 저축기관
32947,1,KOSPI,기업은행,은행 및 저축기관
33008,1,KOSDAQ,KB오토시스,자동차 신품 부품 제조업
33010,4,KOSDAQ,KB오토시스,자동차 신품 부품 제조업
33013,3,KOSDAQ,KB오토시스,자동차 신품 부품 제조업
33017,2,KOSDAQ,KB오토시스,자동차 신품 부품 제조업
33028,3,KOSDAQ,유성티엔에스,육상 여객 운송업
33033,4,KOSDAQ,유성티엔에스,육상 여객 운송업
33048,1,KOSDAQ,유성티엔에스,육상 여객 운송업
33064,2,KOSDAQ,유성티엔에스,육상 여객 운송업
33069,2,KOSDAQ,이화전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
33071,3,KOSDAQ,이화전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
33081,1,KOSDAQ,이화전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
33084,4,KOSDAQ,이화전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
33096,3,KOSDAQ,피에스엠씨,전자부품 제조업
33099,4,KOSDAQ,피에스엠씨,전자부품 제조업
33104,1,KOSDAQ,케이피에프,기타 금속 가공제품 제조업
33113,2,KOSDAQ,케이피에프,기타 금속 가공제품 제조업
33126,3,KOSDAQ,케이피에프,기타 금속 가공제품 제조업
33135,3,KOSPI,대원화성,플라스틱제품 제조업
33136,4,KOSPI,대원화성,플라스틱제품 제조업
33140,2,KOSPI,대원화성,플라스틱제품 제조업
33141,1,KOSPI,대원화성,플라스틱제품 제조업
33143,3,KOSPI,덕양산업,자동차 신품 부품 제조업
33144,1,KOSPI,덕양산업,자동차 신품 부품 제조업
33145,2,KOSPI,덕양산업,자동차 신품 부품 제조업
33146,1,KOSDAQ,경창산업,자동차 신품 부품 제조업
33161,2,KOSDAQ,경창산업,자동차 신품 부품 제조업
33166,2,KOSDAQ,PN풍년,기타 금속 가공제품 제조업
33168,1,KOSDAQ,PN풍년,기타 금속 가공제품 제조업
33189,4,KOSDAQ,PN풍년,기타 금속 가공제품 제조업
33195,3,KOSDAQ,삼천리자전거,생활용품 도매업
33196,1,KOSDAQ,삼천리자전거,생활용품 도매업
33201,2,KOSDAQ,삼천리자전거,생활용품 도매업
33208,4,KOSDAQ,삼천리자전거,생활용품 도매업
33214,2,KOSPI,KPX케미칼,기초 화학물질 제조업
33215,1,KOSPI,KPX케미칼,기초 화학물질 제조업
33222,2,KOSDAQ,시노펙스,전자부품 제조업
33223,1,KOSDAQ,시노펙스,전자부품 제조업
33224,4,KOSDAQ,시노펙스,전자부품 제조업
33225,3,KOSDAQ,시노펙스,전자부품 제조업
33231,4,KOSDAQ,대성엘텍,영상 및 음향기기 제조업
33232,3,KOSDAQ,대성엘텍,영상 및 음향기기 제조업
33233,2,KOSDAQ,대성엘텍,영상 및 음향기기 제조업
33240,1,KOSDAQ,대성엘텍,영상 및 음향기기 제조업
33249,4,KOSPI,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
33252,3,KOSPI,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
33253,1,KOSPI,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
33254,2,KOSPI,미래산업,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
33262,4,KOSPI,제이준코스메틱,기타 화학제품 제조업
33270,2,KOSPI,제이준코스메틱,기타 화학제품 제조업
33435,1,KOSPI,제이준코스메틱,기타 화학제품 제조업
33611,3,KOSPI,제이준코스메틱,기타 화학제품 제조업
33764,2,KOSPI,이구산업,1차 비철금속 제조업
33766,3,KOSPI,이구산업,1차 비철금속 제조업
33770,2,KOSDAQ,신라에스지,음·식료품 및 담배 도매업
33771,1,KOSDAQ,신라에스지,음·식료품 및 담배 도매업
33776,4,KOSDAQ,케이씨피드,동물용 사료 및 조제식품 제조업
33778,4,KOSDAQ,동화기업,나무제품 제조업
33781,2,KOSDAQ,아난티,스포츠 서비스업
33787,4,KOSDAQ,아난티,스포츠 서비스업
33788,3,KOSDAQ,아난티,스포츠 서비스업
33791,1,KOSDAQ,아난티,스포츠 서비스업
33831,2,KOSDAQ,제이에스티나,귀금속 및 장신용품 제조업
33838,1,KOSDAQ,제이에스티나,귀금속 및 장신용품 제조업
33839,1,KOSDAQ,특수건설,토목 건설업
33841,2,KOSDAQ,특수건설,토목 건설업
33844,4,KOSDAQ,특수건설,토목 건설업
33847,2,KOSPI,디피씨,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
33848,4,KOSPI,디피씨,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
33858,1,KOSPI,디피씨,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
33860,2,KOSDAQ,광진실업,1차 철강 제조업
33861,3,KOSDAQ,광진실업,1차 철강 제조업
33866,4,KOSDAQ,광진실업,1차 철강 제조업
33873,1,KOSDAQ,광진실업,1차 철강 제조업
33889,2,KOSPI,부국철강,1차 철강 제조업
33890,4,KOSPI,부국철강,1차 철강 제조업
33891,2,KOSPI,동서,음·식료품 및 담배 도매업
33894,3,KOSPI,동서,음·식료품 및 담배 도매업
33896,4,KOSPI,동서,음·식료품 및 담배 도매업
33898,3,KOSDAQ,서울전자통신,그외 기타 제품 제조업
33946,2,KOSDAQ,서울전자통신,그외 기타 제품 제조업
33973,2,KOSDAQ,코리아나,기타 화학제품 제조업
33975,1,KOSDAQ,코리아나,기타 화학제품 제조업
33976,4,KOSDAQ,코리아나,기타 화학제품 제조업
33977,3,KOSDAQ,코리아나,기타 화학제품 제조업
33978,1,KOSPI,BGF,기타 금융업
33984,3,KOSPI,BGF,기타 금융업
33988,2,KOSPI,BGF,기타 금융업
34007,4,KOSPI,BGF,기타 금융업
34036,1,KOSDAQ,상보,전자부품 제조업
34037,2,KOSDAQ,상보,전자부품 제조업
34039,3,KOSDAQ,상보,전자부품 제조업
34045,4,KOSDAQ,팜스토리,동물용 사료 및 조제식품 제조업
34046,3,KOSPI,마니커,"도축, 육류 가공 및 저장 처리업"
34047,4,KOSDAQ,대성창투,신탁업 및 집합투자업
34049,2,KOSDAQ,대성창투,신탁업 및 집합투자업
34052,3,KOSDAQ,대성창투,신탁업 및 집합투자업
34072,1,KOSDAQ,대성창투,신탁업 및 집합투자업
34083,3,KOSPI,세하,"펄프, 종이 및 판지 제조업"
34084,4,KOSPI,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업"
34086,1,KOSPI,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업"
34087,2,KOSPI,삼성엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업"
34088,2,KOSPI,동아지질,기반조성 및 시설물 축조관련 전문공사업
34090,1,KOSPI,동아지질,기반조성 및 시설물 축조관련 전문공사업
34092,3,KOSPI,동아지질,기반조성 및 시설물 축조관련 전문공사업
34093,1,KOSPI,삼성물산,기타 전문 도매업
34094,3,KOSPI,삼성물산,기타 전문 도매업
34096,2,KOSPI,삼성물산,기타 전문 도매업
34207,4,KOSPI,삼성물산,기타 전문 도매업
34335,4,KOSDAQ,에이치엘비,선박 및 보트 건조업
34336,3,KOSPI,팬오션,해상 운송업
34341,2,KOSPI,팬오션,해상 운송업
34343,1,KOSPI,팬오션,해상 운송업
34355,4,KOSPI,팬오션,해상 운송업
34374,3,KOSPI,케이씨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
34375,2,KOSPI,케이씨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
34381,1,KOSPI,케이씨,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
34388,4,KOSPI,신도리코,컴퓨터 및 주변장치 제조업
34389,3,KOSPI,신도리코,컴퓨터 및 주변장치 제조업
34394,1,KOSPI,신도리코,컴퓨터 및 주변장치 제조업
34396,2,KOSPI,신도리코,컴퓨터 및 주변장치 제조업
34407,2,KOSPI,삼성카드,기타 금융업
34488,3,KOSPI,삼성카드,기타 금융업
34650,1,KOSPI,삼성카드,기타 금융업
34654,4,KOSPI,삼성카드,기타 금융업
34703,4,KOSDAQ,코엔텍,폐기물 처리업
34704,3,KOSDAQ,코엔텍,폐기물 처리업
34705,2,KOSDAQ,코엔텍,폐기물 처리업
34707,1,KOSDAQ,코엔텍,폐기물 처리업
34711,1,KOSPI,제일기획,광고업
34712,4,KOSPI,제일기획,광고업
34715,3,KOSPI,제일기획,광고업
34721,2,KOSPI,제일기획,광고업
34727,1,KOSDAQ,NICE평가정보,기타 정보 서비스업
34728,4,KOSDAQ,NICE평가정보,기타 정보 서비스업
34730,2,KOSDAQ,NICE평가정보,기타 정보 서비스업
34738,4,KOSPI,KTB투자증권,금융 지원 서비스업
34740,3,KOSPI,KTB투자증권,금융 지원 서비스업
34814,2,KOSPI,KTB투자증권,금융 지원 서비스업
34832,1,KOSPI,KTB투자증권,금융 지원 서비스업
35034,3,KOSDAQ,드래곤플라이,소프트웨어 개발 및 공급업
35036,2,KOSDAQ,드래곤플라이,소프트웨어 개발 및 공급업
35037,1,KOSDAQ,드래곤플라이,소프트웨어 개발 및 공급업
