,quarter,시장구분,종목명,btin
42030,1,KOSDAQ,큐로컴,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
42033,2,KOSDAQ,큐로컴,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
42039,4,KOSDAQ,큐로컴,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
42044,4,KOSDAQ,정상제이엘에스,일반 교습 학원
42045,1,KOSDAQ,SG&G,자동차 신품 부품 제조업
42049,2,KOSDAQ,SG&G,자동차 신품 부품 제조업
42050,3,KOSDAQ,SG&G,자동차 신품 부품 제조업
42065,4,KOSDAQ,SG&G,자동차 신품 부품 제조업
42068,2,KOSDAQ,아이씨디,특수 목적용 기계 제조업
42069,3,KOSDAQ,아이씨디,특수 목적용 기계 제조업
42078,1,KOSDAQ,아이씨디,특수 목적용 기계 제조업
42084,4,KOSDAQ,아이씨디,특수 목적용 기계 제조업
42134,4,KOSDAQ,넥슨지티,소프트웨어 개발 및 공급업
42140,2,KOSDAQ,넥슨지티,소프트웨어 개발 및 공급업
42142,1,KOSDAQ,넥슨지티,소프트웨어 개발 및 공급업
42145,3,KOSDAQ,우리기술투자,기타 금융업
42146,1,KOSDAQ,우리기술투자,기타 금융업
42158,4,KOSDAQ,우리기술투자,기타 금융업
42250,2,KOSDAQ,우리기술투자,기타 금융업
42260,4,KOSDAQ,에스엠,오디오물 출판 및 원판 녹음업
42261,3,KOSDAQ,에스엠,오디오물 출판 및 원판 녹음업
42314,1,KOSDAQ,에스엠,오디오물 출판 및 원판 녹음업
42351,2,KOSDAQ,에스엠,오디오물 출판 및 원판 녹음업
42389,4,KOSDAQ,인바디,의료용 기기 제조업
42390,1,KOSDAQ,인바디,의료용 기기 제조업
42402,2,KOSDAQ,인바디,의료용 기기 제조업
42405,3,KOSDAQ,인바디,의료용 기기 제조업
42413,4,KOSDAQ,메디아나,의료용 기기 제조업
42414,4,KOSDAQ,동아화성,고무제품 제조업
42420,1,KOSDAQ,동아화성,고무제품 제조업
42421,2,KOSDAQ,동아화성,고무제품 제조업
42422,3,KOSDAQ,동아화성,고무제품 제조업
42423,3,KOSDAQ,코미팜,의약품 제조업
42425,1,KOSDAQ,코미팜,의약품 제조업
42429,4,KOSDAQ,코미팜,의약품 제조업
42473,2,KOSDAQ,코미팜,의약품 제조업
42522,1,KOSDAQ,카페24,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
42523,3,KOSDAQ,카페24,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
42530,2,KOSDAQ,카페24,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
42609,4,KOSDAQ,카페24,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
42701,4,KOSDAQ,케이피엠테크,기타 화학제품 제조업
42702,1,KOSDAQ,케이피엠테크,기타 화학제품 제조업
42709,3,KOSDAQ,케이피엠테크,기타 화학제품 제조업
42713,2,KOSDAQ,케이피엠테크,기타 화학제품 제조업
42717,3,KOSDAQ,에스씨디,가정용 기기 제조업
42718,4,KOSDAQ,에스씨디,가정용 기기 제조업
42721,3,KOSDAQ,비츠로테크,기타 금융업
42727,4,KOSDAQ,비츠로테크,기타 금융업
42754,1,KOSDAQ,비츠로테크,기타 금융업
42781,2,KOSDAQ,비츠로테크,기타 금융업
42789,4,KOSDAQ,네오위즈홀딩스,소프트웨어 개발 및 공급업
42791,3,KOSDAQ,네오위즈홀딩스,소프트웨어 개발 및 공급업
42793,1,KOSDAQ,네오위즈홀딩스,소프트웨어 개발 및 공급업
42798,2,KOSDAQ,네오위즈홀딩스,소프트웨어 개발 및 공급업
42803,2,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
42804,3,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
42808,1,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
42834,4,KOSDAQ,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
42835,3,KOSDAQ,라온시큐어,소프트웨어 개발 및 공급업
42845,1,KOSDAQ,라온시큐어,소프트웨어 개발 및 공급업
42858,4,KOSDAQ,라온시큐어,소프트웨어 개발 및 공급업
42881,2,KOSDAQ,라온시큐어,소프트웨어 개발 및 공급업
42925,3,KOSDAQ,새로닉스,전자부품 제조업
42926,1,KOSDAQ,새로닉스,전자부품 제조업
42927,4,KOSDAQ,새로닉스,전자부품 제조업
42947,1,KOSPI,대우조선해양,선박 및 보트 건조업
42953,4,KOSPI,대우조선해양,선박 및 보트 건조업
43064,3,KOSDAQ,상지카일룸,건물 건설업
43115,1,KOSDAQ,상지카일룸,건물 건설업
43117,4,KOSDAQ,상지카일룸,건물 건설업
43190,3,KOSDAQ,솔고바이오,의료용 기기 제조업
43191,4,KOSDAQ,솔고바이오,의료용 기기 제조업
43194,3,KOSDAQ,바텍,의료용 기기 제조업
43195,1,KOSDAQ,바텍,의료용 기기 제조업
43196,4,KOSDAQ,바텍,의료용 기기 제조업
43206,2,KOSDAQ,바텍,의료용 기기 제조업
43219,3,KOSDAQ,파루,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
43220,4,KOSDAQ,파루,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
43222,1,KOSDAQ,파루,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
43226,4,KOSDAQ,에이치엘비파워,특수 목적용 기계 제조업
43229,1,KOSDAQ,에이치엘비파워,특수 목적용 기계 제조업
43230,2,KOSDAQ,에이치엘비파워,특수 목적용 기계 제조업
43233,3,KOSDAQ,에이치엘비파워,특수 목적용 기계 제조업
43234,4,KOSDAQ,성호전자,전자부품 제조업
43235,3,KOSDAQ,성호전자,전자부품 제조업
43239,2,KOSDAQ,성호전자,전자부품 제조업
43240,1,KOSDAQ,성호전자,전자부품 제조업
43242,2,KOSDAQ,에쎈테크,일반 목적용 기계 제조업
43244,4,KOSDAQ,에쎈테크,일반 목적용 기계 제조업
43246,3,KOSDAQ,에쎈테크,일반 목적용 기계 제조업
43249,1,KOSDAQ,에쎈테크,일반 목적용 기계 제조업
43264,2,KOSDAQ,디지아이,컴퓨터 및 주변장치 제조업
43266,1,KOSDAQ,디지아이,컴퓨터 및 주변장치 제조업
43272,3,KOSDAQ,디지아이,컴퓨터 및 주변장치 제조업
43274,4,KOSDAQ,디지아이,컴퓨터 및 주변장치 제조업
43307,3,KOSDAQ,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
43314,4,KOSDAQ,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
43388,2,KOSDAQ,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
43409,1,KOSDAQ,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
43465,4,KOSDAQ,조광ILI,일반 목적용 기계 제조업
43469,1,KOSDAQ,조광ILI,일반 목적용 기계 제조업
43471,3,KOSDAQ,조광ILI,일반 목적용 기계 제조업
43474,2,KOSDAQ,조광ILI,일반 목적용 기계 제조업
43479,4,KOSDAQ,위닉스,가정용 기기 제조업
43480,3,KOSPI,주연테크,컴퓨터 및 주변장치 제조업
43481,2,KOSPI,주연테크,컴퓨터 및 주변장치 제조업
43482,1,KOSPI,주연테크,컴퓨터 및 주변장치 제조업
43483,2,KOSPI,KSS해운,해상 운송업
43484,1,KOSPI,KSS해운,해상 운송업
43485,1,KOSDAQ,에이치케이,특수 목적용 기계 제조업
43487,4,KOSDAQ,에이치케이,특수 목적용 기계 제조업
43488,3,KOSDAQ,에이치케이,특수 목적용 기계 제조업
43489,2,KOSDAQ,에이치케이,특수 목적용 기계 제조업
43495,1,KOSPI,코스맥스비티아이,기타 금융업
43496,2,KOSPI,코스맥스비티아이,기타 금융업
43497,1,KOSDAQ,이글벳,기타 전문 도매업
43498,2,KOSDAQ,이글벳,기타 전문 도매업
43499,4,KOSDAQ,오공,기타 화학제품 제조업
43503,4,KOSDAQ,성우테크론,전자부품 제조업
43504,3,KOSDAQ,토탈소프트,소프트웨어 개발 및 공급업
43508,2,KOSDAQ,토탈소프트,소프트웨어 개발 및 공급업
43509,1,KOSDAQ,토탈소프트,소프트웨어 개발 및 공급업
43511,3,KOSDAQ,대아티아이,기타 전기장비 제조업
43513,2,KOSDAQ,대아티아이,기타 전기장비 제조업
43516,1,KOSDAQ,대아티아이,기타 전기장비 제조업
43521,1,KOSDAQ,정원엔시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
43522,3,KOSDAQ,정원엔시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
43542,2,KOSDAQ,정원엔시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
43588,4,KOSDAQ,정원엔시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
43599,1,KOSDAQ,크린앤사이언스,일반 목적용 기계 제조업
43600,2,KOSDAQ,크린앤사이언스,일반 목적용 기계 제조업
43601,3,KOSDAQ,크린앤사이언스,일반 목적용 기계 제조업
43604,4,KOSDAQ,크린앤사이언스,일반 목적용 기계 제조업
43608,3,KOSDAQ,에이텍,컴퓨터 및 주변장치 제조업
43636,4,KOSDAQ,에이텍,컴퓨터 및 주변장치 제조업
43655,1,KOSDAQ,오르비텍,기타 과학기술 서비스업
43660,2,KOSDAQ,오르비텍,기타 과학기술 서비스업
43664,3,KOSDAQ,오르비텍,기타 과학기술 서비스업
43665,4,KOSDAQ,오르비텍,기타 과학기술 서비스업
43669,2,KOSDAQ,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업"
43674,3,KOSDAQ,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업"
43685,1,KOSDAQ,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업"
43705,4,KOSDAQ,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업"
43733,2,KOSDAQ,파나진,의료용품 및 기타 의약 관련제품 제조업
43735,1,KOSDAQ,파나진,의료용품 및 기타 의약 관련제품 제조업
43737,3,KOSDAQ,파나진,의료용품 및 기타 의약 관련제품 제조업
43738,4,KOSDAQ,파나진,의료용품 및 기타 의약 관련제품 제조업
43747,2,KOSDAQ,백금T&A,통신 및 방송 장비 제조업
43767,3,KOSDAQ,백금T&A,통신 및 방송 장비 제조업
43831,4,KOSDAQ,백금T&A,통신 및 방송 장비 제조업
43953,1,KOSDAQ,백금T&A,통신 및 방송 장비 제조업
44154,3,KOSDAQ,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
44156,1,KOSDAQ,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
44198,2,KOSDAQ,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
44235,4,KOSDAQ,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
44305,4,KOSDAQ,KG모빌리언스,소프트웨어 개발 및 공급업
44306,1,KOSDAQ,KG모빌리언스,소프트웨어 개발 및 공급업
44307,2,KOSDAQ,KG모빌리언스,소프트웨어 개발 및 공급업
44327,3,KOSDAQ,KG모빌리언스,소프트웨어 개발 및 공급업
44375,1,KOSDAQ,서울반도체,반도체 제조업
44376,2,KOSDAQ,서울반도체,반도체 제조업
44377,3,KOSDAQ,우원개발,기반조성 및 시설물 축조관련 전문공사업
44378,2,KOSDAQ,우원개발,기반조성 및 시설물 축조관련 전문공사업
44383,2,KOSDAQ,우리로,통신 및 방송 장비 제조업
44384,4,KOSDAQ,우리로,통신 및 방송 장비 제조업
44385,3,KOSDAQ,우리로,통신 및 방송 장비 제조업
44395,1,KOSDAQ,우리로,통신 및 방송 장비 제조업
44446,2,KOSPI,대우건설,건물 건설업
44447,4,KOSDAQ,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
44458,1,KOSDAQ,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
44470,2,KOSDAQ,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
44473,3,KOSDAQ,파워로직스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
44477,2,KOSPI,유니온머티리얼,"내화, 비내화 요업제품 제조업"
44479,3,KOSPI,유니온머티리얼,"내화, 비내화 요업제품 제조업"
44483,4,KOSPI,유니온머티리얼,"내화, 비내화 요업제품 제조업"
44537,1,KOSPI,유니온머티리얼,"내화, 비내화 요업제품 제조업"
44554,3,KOSDAQ,이스트소프트,소프트웨어 개발 및 공급업
44563,4,KOSDAQ,이스트소프트,소프트웨어 개발 및 공급업
44580,2,KOSDAQ,이스트소프트,소프트웨어 개발 및 공급업
44581,1,KOSDAQ,이스트소프트,소프트웨어 개발 및 공급업
44892,4,KOSDAQ,코데즈컴바인,봉제의복 제조업
44893,3,KOSDAQ,코데즈컴바인,봉제의복 제조업
44895,2,KOSDAQ,코데즈컴바인,봉제의복 제조업
44899,1,KOSDAQ,오스템임플란트,의료용 기기 제조업
44901,2,KOSDAQ,오스템임플란트,의료용 기기 제조업
44903,4,KOSDAQ,유라테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
44907,4,KOSDAQ,대동스틸,1차 철강 제조업
44908,3,KOSDAQ,대동스틸,1차 철강 제조업
44909,2,KOSDAQ,대동스틸,1차 철강 제조업
44910,1,KOSDAQ,대동스틸,1차 철강 제조업
44914,4,KOSDAQ,인트론바이오,기초 의약물질 및 생물학적 제제 제조업
44915,1,KOSDAQ,인트론바이오,기초 의약물질 및 생물학적 제제 제조업
44918,2,KOSDAQ,인트론바이오,기초 의약물질 및 생물학적 제제 제조업
44921,3,KOSDAQ,인트론바이오,기초 의약물질 및 생물학적 제제 제조업
44933,4,KOSDAQ,SM C&C,광고업
44934,1,KOSDAQ,SM C&C,광고업
44936,3,KOSDAQ,TPC,일반 목적용 기계 제조업
44938,1,KOSDAQ,TPC,일반 목적용 기계 제조업
44939,2,KOSDAQ,TPC,일반 목적용 기계 제조업
44941,4,KOSDAQ,TPC,일반 목적용 기계 제조업
44942,3,KOSDAQ,시너지이노베이션,의료용 기기 제조업
44943,1,KOSDAQ,시너지이노베이션,의료용 기기 제조업
44944,4,KOSDAQ,시너지이노베이션,의료용 기기 제조업
44951,2,KOSDAQ,시너지이노베이션,의료용 기기 제조업
44964,4,KOSDAQ,대원미디어,기타 전문 도매업
44972,1,KOSDAQ,대원미디어,기타 전문 도매업
44978,2,KOSDAQ,대원미디어,기타 전문 도매업
44984,3,KOSDAQ,대원미디어,기타 전문 도매업
44990,1,KOSDAQ,인탑스,통신 및 방송 장비 제조업
44991,2,KOSDAQ,인탑스,통신 및 방송 장비 제조업
44992,3,KOSDAQ,인탑스,통신 및 방송 장비 제조업
44996,1,KOSDAQ,기가레인,특수 목적용 기계 제조업
44997,4,KOSDAQ,기가레인,특수 목적용 기계 제조업
45000,3,KOSDAQ,기가레인,특수 목적용 기계 제조업
45002,3,KOSDAQ,파인디앤씨,전자부품 제조업
45003,2,KOSDAQ,SGA,소프트웨어 개발 및 공급업
45006,1,KOSDAQ,SGA,소프트웨어 개발 및 공급업
45009,4,KOSDAQ,SGA,소프트웨어 개발 및 공급업
45013,1,KOSDAQ,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
45014,3,KOSDAQ,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
45076,2,KOSDAQ,오픈베이스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
45114,1,KOSDAQ,유아이엘,전자부품 제조업
45115,2,KOSDAQ,유아이엘,전자부품 제조업
45126,3,KOSDAQ,유아이엘,전자부품 제조업
45129,4,KOSDAQ,유아이엘,전자부품 제조업
45134,3,KOSDAQ,잉크테크,기타 화학제품 제조업
45135,4,KOSDAQ,잉크테크,기타 화학제품 제조업
45142,2,KOSDAQ,잉크테크,기타 화학제품 제조업
45143,1,KOSDAQ,잉크테크,기타 화학제품 제조업
45146,2,KOSDAQ,고려신용정보,기타 사업지원 서비스업
45150,3,KOSDAQ,고려신용정보,기타 사업지원 서비스업
45171,1,KOSDAQ,고려신용정보,기타 사업지원 서비스업
45176,2,KOSPI,우진플라임,특수 목적용 기계 제조업
45179,3,KOSPI,우진플라임,특수 목적용 기계 제조업
45184,3,KOSDAQ,승일,기타 금속 가공제품 제조업
45185,2,KOSDAQ,승일,기타 금속 가공제품 제조업
45186,1,KOSDAQ,승일,기타 금속 가공제품 제조업
45187,2,KOSDAQ,미래컴퍼니,특수 목적용 기계 제조업
45189,1,KOSDAQ,미래컴퍼니,특수 목적용 기계 제조업
45193,4,KOSDAQ,쎌바이오텍,기초 의약물질 및 생물학적 제제 제조업
45216,3,KOSDAQ,쎌바이오텍,기초 의약물질 및 생물학적 제제 제조업
45239,1,KOSDAQ,캠시스,전자부품 제조업
45259,2,KOSDAQ,캠시스,전자부품 제조업
45260,3,KOSDAQ,캠시스,전자부품 제조업
45267,4,KOSDAQ,캠시스,전자부품 제조업
45294,2,KOSDAQ,에스폴리텍,플라스틱제품 제조업
45295,1,KOSDAQ,에스폴리텍,플라스틱제품 제조업
45297,3,KOSDAQ,에스폴리텍,플라스틱제품 제조업
45303,1,KOSDAQ,아세아텍,특수 목적용 기계 제조업
45312,3,KOSDAQ,쏠리드,통신 및 방송 장비 제조업
45314,4,KOSDAQ,쏠리드,통신 및 방송 장비 제조업
45321,3,KOSDAQ,수산아이앤티,소프트웨어 개발 및 공급업
45322,2,KOSDAQ,수산아이앤티,소프트웨어 개발 및 공급업
45324,1,KOSDAQ,수산아이앤티,소프트웨어 개발 및 공급업
45337,4,KOSDAQ,수산아이앤티,소프트웨어 개발 및 공급업
45364,4,KOSDAQ,지어소프트,소프트웨어 개발 및 공급업
45365,3,KOSDAQ,지어소프트,소프트웨어 개발 및 공급업
45372,1,KOSDAQ,지어소프트,소프트웨어 개발 및 공급업
45386,2,KOSDAQ,토비스,영상 및 음향기기 제조업
45387,4,KOSDAQ,토비스,영상 및 음향기기 제조업
45396,1,KOSDAQ,토비스,영상 및 음향기기 제조업
45407,2,KOSDAQ,인터플렉스,전자부품 제조업
45413,3,KOSDAQ,피씨디렉트,기계장비 및 관련 물품 도매업
45414,4,KOSDAQ,피씨디렉트,기계장비 및 관련 물품 도매업
45418,1,KOSDAQ,피씨디렉트,기계장비 및 관련 물품 도매업
45420,3,KOSDAQ,YW,상품 종합 도매업
45434,1,KOSDAQ,YW,상품 종합 도매업
45435,2,KOSDAQ,YW,상품 종합 도매업
45442,1,KOSDAQ,나라엠앤디,특수 목적용 기계 제조업
45444,2,KOSDAQ,나라엠앤디,특수 목적용 기계 제조업
45446,3,KOSDAQ,나라엠앤디,특수 목적용 기계 제조업
45449,4,KOSPI,진양화학,플라스틱제품 제조업
45450,2,KOSDAQ,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
45454,3,KOSDAQ,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
45455,1,KOSDAQ,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
45465,4,KOSDAQ,큐로홀딩스,"영화, 비디오물, 방송프로그램 제작 및 배급업"
45469,2,KOSPI,LG생활건강,기타 화학제품 제조업
45471,3,KOSPI,LG생활건강,기타 화학제품 제조업
45472,1,KOSPI,LG생활건강,기타 화학제품 제조업
45474,2,KOSPI,LG화학,기초 화학물질 제조업
45475,1,KOSPI,LG화학,기초 화학물질 제조업
45477,4,KOSPI,LG화학,기초 화학물질 제조업
45478,4,KOSDAQ,에스티큐브,기계장비 및 관련 물품 도매업
45504,3,KOSDAQ,에스티큐브,기계장비 및 관련 물품 도매업
45522,1,KOSDAQ,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
45567,3,KOSDAQ,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
45587,4,KOSDAQ,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
45608,2,KOSDAQ,iMBC,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
45849,1,KOSDAQ,코텍,영상 및 음향기기 제조업
45853,3,KOSDAQ,코텍,영상 및 음향기기 제조업
45858,2,KOSDAQ,코텍,영상 및 음향기기 제조업
45877,1,KOSDAQ,코나아이,소프트웨어 개발 및 공급업
45947,2,KOSDAQ,코나아이,소프트웨어 개발 및 공급업
45953,4,KOSDAQ,코나아이,소프트웨어 개발 및 공급업
45959,3,KOSDAQ,코나아이,소프트웨어 개발 및 공급업
46075,3,KOSDAQ,오성첨단소재,플라스틱제품 제조업
46076,4,KOSDAQ,오성첨단소재,플라스틱제품 제조업
46083,1,KOSDAQ,오성첨단소재,플라스틱제품 제조업
46084,2,KOSDAQ,오성첨단소재,플라스틱제품 제조업
46085,3,KOSDAQ,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
46090,2,KOSDAQ,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
46094,1,KOSDAQ,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
46101,4,KOSDAQ,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
46201,2,KOSDAQ,제일바이오,의약품 제조업
46202,2,KOSDAQ,아모텍,전자부품 제조업
46204,3,KOSDAQ,아모텍,전자부품 제조업
46205,1,KOSDAQ,아모텍,전자부품 제조업
46207,3,KOSDAQ,액토즈소프트,소프트웨어 개발 및 공급업
46208,1,KOSDAQ,액토즈소프트,소프트웨어 개발 및 공급업
46210,4,KOSDAQ,액토즈소프트,소프트웨어 개발 및 공급업
46216,3,KOSDAQ,아이앤씨,반도체 제조업
46217,2,KOSDAQ,아이앤씨,반도체 제조업
46218,1,KOSDAQ,아이앤씨,반도체 제조업
46230,2,KOSDAQ,KMH하이텍,플라스틱제품 제조업
46231,3,KOSDAQ,KMH하이텍,플라스틱제품 제조업
46234,1,KOSDAQ,KMH하이텍,플라스틱제품 제조업
46236,2,KOSDAQ,바이넥스,의약품 제조업
46237,4,KOSDAQ,바이넥스,의약품 제조업
46238,1,KOSDAQ,바이넥스,의약품 제조업
46244,3,KOSDAQ,지에스이,연료용 가스 제조 및 배관공급업
46246,2,KOSDAQ,지에스이,연료용 가스 제조 및 배관공급업
46247,1,KOSDAQ,지에스이,연료용 가스 제조 및 배관공급업
46249,4,KOSDAQ,소리바다,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
46274,3,KOSDAQ,소리바다,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
46364,2,KOSDAQ,소리바다,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
46380,1,KOSDAQ,소리바다,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
46386,1,KOSDAQ,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
46389,2,KOSDAQ,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
46391,4,KOSDAQ,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
46395,3,KOSDAQ,프리엠스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
46404,4,KOSDAQ,금강철강,1차 철강 제조업
46405,3,KOSDAQ,예스24,무점포 소매업
46413,1,KOSDAQ,예스24,무점포 소매업
46415,2,KOSDAQ,예스24,무점포 소매업
46429,4,KOSDAQ,예스24,무점포 소매업
46450,4,KOSDAQ,NE능률,"서적, 잡지 및 기타 인쇄물 출판업"
46451,1,KOSDAQ,NE능률,"서적, 잡지 및 기타 인쇄물 출판업"
46456,2,KOSDAQ,NE능률,"서적, 잡지 및 기타 인쇄물 출판업"
46459,3,KOSDAQ,NE능률,"서적, 잡지 및 기타 인쇄물 출판업"
46465,1,KOSDAQ,이니텍,소프트웨어 개발 및 공급업
46469,3,KOSDAQ,이니텍,소프트웨어 개발 및 공급업
46472,4,KOSDAQ,이니텍,소프트웨어 개발 및 공급업
46519,2,KOSDAQ,이니텍,소프트웨어 개발 및 공급업
46586,1,KOSDAQ,세코닉스,사진장비 및 광학기기 제조업
46588,2,KOSDAQ,세코닉스,사진장비 및 광학기기 제조업
46600,4,KOSDAQ,세코닉스,사진장비 및 광학기기 제조업
46601,3,KOSDAQ,세코닉스,사진장비 및 광학기기 제조업
46603,4,KOSDAQ,프로텍,특수 목적용 기계 제조업
46604,3,KOSDAQ,태양,기타 금속 가공제품 제조업
46605,1,KOSDAQ,삼보모터스,자동차 신품 부품 제조업
46606,3,KOSDAQ,삼보모터스,자동차 신품 부품 제조업
46607,2,KOSDAQ,삼보모터스,자동차 신품 부품 제조업
46609,4,KOSDAQ,삼보모터스,자동차 신품 부품 제조업
46611,3,KOSDAQ,안랩,소프트웨어 개발 및 공급업
46646,4,KOSDAQ,안랩,소프트웨어 개발 및 공급업
46656,1,KOSDAQ,안랩,소프트웨어 개발 및 공급업
46675,2,KOSDAQ,안랩,소프트웨어 개발 및 공급업
46714,2,KOSDAQ,오상자이엘,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
46715,1,KOSDAQ,오상자이엘,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
46716,4,KOSDAQ,농우바이오,작물 재배업
46717,2,KOSDAQ,농우바이오,작물 재배업
46719,1,KOSDAQ,농우바이오,작물 재배업
46721,4,KOSDAQ,삼진엘앤디,그외 기타 제품 제조업
46722,2,KOSDAQ,이랜텍,전자부품 제조업
46723,1,KOSDAQ,이랜텍,전자부품 제조업
46724,3,KOSDAQ,팬스타엔터프라이즈,일반 목적용 기계 제조업
46725,1,KOSDAQ,팬스타엔터프라이즈,일반 목적용 기계 제조업
46726,2,KOSDAQ,팬스타엔터프라이즈,일반 목적용 기계 제조업
46727,2,KOSDAQ,케이피티유,기타 금속 가공제품 제조업
46728,1,KOSDAQ,케이피티유,기타 금속 가공제품 제조업
46729,4,KOSDAQ,케이피티유,기타 금속 가공제품 제조업
46733,1,KOSDAQ,텔레칩스,반도체 제조업
46753,4,KOSDAQ,텔레칩스,반도체 제조업
46755,2,KOSDAQ,텔레칩스,반도체 제조업
46800,4,KOSDAQ,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
46803,1,KOSDAQ,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
46814,2,KOSDAQ,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
46821,3,KOSDAQ,삼영엠텍,"구조용 금속제품, 탱크 및 증기발생기 제조업"
46825,2,KOSDAQ,APS홀딩스,기타 금융업
46827,3,KOSDAQ,APS홀딩스,기타 금융업
46831,1,KOSDAQ,APS홀딩스,기타 금융업
46847,1,KOSDAQ,에이디칩스,그외 기타 제품 제조업
46879,4,KOSDAQ,에이디칩스,그외 기타 제품 제조업
46880,2,KOSDAQ,에이디칩스,그외 기타 제품 제조업
46997,2,KOSDAQ,대한뉴팜,의약품 제조업
46998,1,KOSDAQ,대한뉴팜,의약품 제조업
46999,3,KOSDAQ,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업"
47000,4,KOSDAQ,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업"
47004,1,KOSDAQ,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업"
47013,2,KOSDAQ,키이스트,"영화, 비디오물, 방송프로그램 제작 및 배급업"
47019,4,KOSDAQ,유신,"건축기술, 엔지니어링 및 관련 기술 서비스업"
